=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.12.16 22:25:04 =~=~=~=~=~=~=~=~=~=~=~=
2 , 83 , 85845 , 70205 , 1
 5462 , 1
2 , 83 , 85052 , 70129 , 1
16 , 70167 , 1
2 , 83 , 85052 , 70129 , 1
1 , 80 , 87081 , 75462 , 1
1 , 80 , 87081 , 75462 , 1
2 , 83 , 85052 , 70129 , 1
---------------------
SENSOR 2
window_factor 7.63
sensitivity: high
target (90000) , 85937.50
threshold (50000) , 46875.00

SENSOR 1
window_factor 7.63
sensitivity: high
target (90000) , 85937.50
threshold (50000) , 46875.00

Sensor, Temp , F_sens , F_ref, Rech_Count
1 , 80 , 87028 , 75439 , 0
2 , 83 , 85723 , 70167 , 0
2 , 83 , 85769 , 70198 , 0
1 , 80 , 87097 , 75439 , 0
2 , 83 , 85754 , 70182 , 0
1 , 80 , 87081 , 75439 , 0
2 , 83 , 85746 , 70167 , 0
1 , 80 , 87081 , 75439 , 0
2 , 83 , 85723 , 70159 , 0
1 , 80 , 87074 , 75439 , 0
2 , 83 , 85731 , 70152 , 0
1 , 80 , 87089 , 75431 , 0
2 , 83 , 85739 , 70152 , 0
1 , 80 , 87089 , 75454 , 0
2 , 83 , 85731 , 70152 , 0
1 , 80 , 87112 , 75439 , 0
2 , 83 , 85700 , 70167 , 0
1 , 80 , 87120 , 75431 , 0
2 , 83 , 85723 , 70167 , 0
1 , 80 , 87043 , 75439 , 0
2 , 83 , 85762 , 70175 , 0
1 , 80 , 87074 , 75431 , 0
2 , 83 , 85716 , 70175 , 0
1 , 80 , 87089 , 75439 , 0
2 , 83 , 85739 , 70159 , 0
1 , 80 , 87059 , 75424 , 0
2 , 83 , 85762 , 70159 , 0
1 , 80 , 87074 , 75431 , 0
2 , 83 , 85693 , 70152 , 0
1 , 80 , 87089 , 75431 , 0
2 , 83 , 85731 , 70167 , 0
1 , 80 , 87066 , 75431 , 0
2 , 83 , 85716 , 70175 , 0
1 , 80 , 87066 , 75424 , 0
2 , 83 , 85731 , 70182 , 0
1 , 80 , 87074 , 75416 , 0
2 , 83 , 85693 , 70182 , 0
1 , 80 , 87142 , 75447 , 0
2 , 83 , 85693 , 70175 , 0
1 , 80 , 87097 , 75431 , 0
2 , 83 , 85716 , 70182 , 0
1 , 80 , 87051 , 75439 , 0
2 , 83 , 85708 , 70198 , 0
1 , 80 , 87081 , 75439 , 0
2 , 83 , 85693 , 70167 , 0
1 , 80 , 87081 , 75439 , 0
2 , 83 , 85685 , 70152 , 0
1 , 80 , 87059 , 75431 , 0
2 , 83 , 85739 , 70182 , 0
1 , 80 , 87074 , 75447 , 0
2 , 83 , 85723 , 70175 , 0
1 , 80 , 87081 , 75431 , 0
2 , 83 , 85716 , 70182 , 0
1 , 80 , 87066 , 75431 , 0
2 , 83 , 85723 , 70190 , 0
1 , 80 , 87066 , 75431 , 0
2 , 83 , 85739 , 70190 , 0
1 , 80 , 87036 , 75439 , 0
2 , 83 , 85731 , 70190 , 0
1 , 80 , 87081 , 75454 , 0
2 , 83 , 85739 , 70182 , 0
1 , 80 , 87066 , 75431 , 0
2 , 83 , 85723 , 70182 , 0
1 , 80 , 87066 , 75424 , 0
2 , 83 , 85716 , 70198 , 0
1 , 80 , 87059 , 75416 , 0
2 , 83 , 85716 , 70167 , 0
1 , 80 , 87043 , 75424 , 0
2 , 83 , 85716 , 70152 , 0
1 , 80 , 87043 , 75431 , 0
2 , 83 , 85693 , 70159 , 0
1 , 80 , 87051 , 75408 , 0
2 , 83 , 85700 , 70144 , 0
1 , 80 , 87043 , 75408 , 0
2 , 83 , 85685 , 70137 , 0
1 , 80 , 87051 , 75401 , 0
2 , 83 , 85700 , 70167 , 0
1 , 80 , 87028 , 75393 , 0
2 , 83 , 85754 , 70175 , 0
1 , 80 , 87036 , 75424 , 0
2 , 83 , 85731 , 70167 , 0
1 , 80 , 87028 , 75408 , 0
2 , 83 , 85662 , 70175 , 0
1 , 80 , 87013 , 75408 , 0
2 , 83 , 85693 , 70159 , 0
1 , 80 , 87089 , 75431 , 0
2 , 83 , 85739 , 70167 , 0
1 , 80 , 87043 , 75408 , 0
2 , 83 , 85723 , 70159 , 0
1 , 80 , 87051 , 75408 , 0
2 , 83 , 85678 , 70167 , 0
1 , 80 , 87043 , 75408 , 0
2 , 83 , 85731 , 70159 , 0
1 , 80 , 87013 , 75408 , 0
2 , 83 , 85662 , 70190 , 0
1 , 80 , 87013 , 75401 , 0
2 , 83 , 85700 , 70167 , 0
1 , 80 , 87043 , 75424 , 0
2 , 83 , 85685 , 70167 , 0
1 , 80 , 87059 , 75424 , 0
2 , 83 , 85685 , 70175 , 0
1 , 80 , 87043 , 75424 , 0
2 , 83 , 85685 , 70167 , 0
1 , 80 , 87036 , 75416 , 0
2 , 83 , 85670 , 70152 , 0
1 , 80 , 87036 , 75416 , 0
2 , 83 , 85723 , 70159 , 0
1 , 80 , 86997 , 75424 , 0
2 , 83 , 85670 , 70144 , 0
1 , 80 , 87051 , 75424 , 0
2 , 83 , 85716 , 70167 , 0
1 , 80 , 87020 , 75447 , 0
2 , 83 , 85685 , 70159 , 0
1 , 80 , 87043 , 75431 , 0
2 , 83 , 85678 , 70167 , 0
1 , 80 , 87028 , 75416 , 0
2 , 83 , 85716 , 70152 , 0
1 , 80 , 87043 , 75424 , 0
2 , 83 , 85655 , 70137 , 0
1 , 80 , 87028 , 75431 , 0
2 , 83 , 85685 , 70144 , 0
1 , 80 , 87051 , 75439 , 0
2 , 83 , 85685 , 70182 , 0
1 , 80 , 87059 , 75462 , 0
2 , 83 , 85670 , 70175 , 0
1 , 80 , 87074 , 75447 , 0
2 , 83 , 85700 , 70167 , 0
1 , 80 , 87051 , 75462 , 0
2 , 83 , 85678 , 70159 , 0
1 , 80 , 87028 , 75447 , 0
2 , 83 , 85670 , 70167 , 0
1 , 80 , 87066 , 75462 , 0
2 , 83 , 85655 , 70144 , 0
1 , 80 , 87074 , 75454 , 0
2 , 83 , 85655 , 70144 , 0
1 , 80 , 87066 , 75447 , 0
2 , 83 , 85662 , 70159 , 0
1 , 80 , 87051 , 75439 , 0
2 , 83 , 85662 , 70137 , 0
1 , 80 , 87028 , 75424 , 0
2 , 83 , 85678 , 70137 , 0
1 , 80 , 86959 , 75424 , 0
2 , 83 , 85632 , 70152 , 0
1 , 80 , 87020 , 75424 , 0
2 , 83 , 85700 , 70129 , 0
1 , 80 , 87013 , 75447 , 0
2 , 83 , 85617 , 70137 , 0
1 , 80 , 87013 , 75447 , 0
2 , 83 , 85670 , 70129 , 0
1 , 80 , 87036 , 75462 , 0
2 , 83 , 85647 , 70152 , 0
1 , 80 , 87020 , 75454 , 0
2 , 83 , 85655 , 70152 , 0
1 , 80 , 87066 , 75447 , 0
2 , 83 , 85678 , 70152 , 0
1 , 80 , 87013 , 75454 , 0
2 , 83 , 85647 , 70167 , 0
1 , 80 , 87013 , 75431 , 0
2 , 83 , 85647 , 70175 , 0
1 , 80 , 87020 , 75439 , 0
2 , 83 , 85647 , 70152 , 0
1 , 80 , 87028 , 75454 , 0
2 , 83 , 85586 , 70152 , 0
1 , 80 , 86997 , 75447 , 0
2 , 83 , 85624 , 70159 , 0
1 , 80 , 86997 , 75416 , 0
2 , 83 , 85678 , 70175 , 0
1 , 80 , 87059 , 75416 , 0
2 , 83 , 85670 , 70159 , 0
1 , 80 , 87005 , 75431 , 0
2 , 83 , 85662 , 70121 , 0
1 , 80 , 87005 , 75424 , 0
2 , 83 , 85609 , 70152 , 0
1 , 80 , 87005 , 75431 , 0
2 , 83 , 85624 , 70129 , 0
1 , 80 , 86982 , 75424 , 0
2 , 83 , 85639 , 70114 , 0
1 , 80 , 87013 , 75424 , 0
2 , 83 , 85632 , 70129 , 0
1 , 80 , 87020 , 75439 , 0
2 , 83 , 85655 , 70129 , 0
1 , 80 , 86997 , 75439 , 0
2 , 83 , 85678 , 70144 , 0
1 , 80 , 86967 , 75431 , 0
2 , 83 , 85662 , 70137 , 0
1 , 80 , 87013 , 75424 , 0
2 , 83 , 85700 , 70144 , 0
1 , 80 , 87020 , 75439 , 0
2 , 83 , 85639 , 70144 , 0
1 , 80 , 86990 , 75424 , 0
2 , 83 , 85685 , 70137 , 0
1 , 80 , 87013 , 75408 , 0
2 , 83 , 85639 , 70137 , 0
