=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.12.16 21:49:11 =~=~=~=~=~=~=~=~=~=~=~=
2 , 83 , 83419 , 70121 , 0
 , 50621 , 75454 , 0
05 , 75454 , 0
2 , 83 , 83374 , 70129 , 0
1 , 80 , 50628 , 75462 , 0
2 , 83 , 83351 , 70121 , 0
1 , 80 , 50621 , 75454 , 0
05 , 75454 , 0
2 , 83 , 83374 , 70129 , 0
1 , 80 , 50628 , 75462 , 0
2 , 83 , 83351 , 70121 , 0
1 , 80 , 50621 , 75454 , 0
05 , 75454 , 0
2 , 83 , 83374 , 70129 , 0
1 , 80 , 50628 , 75462 , 0
2 , 83 , 83351 , 70121 , 0
1 , 80 , 50621 , 75454 , 0
---------------------
SENSOR 2
window_factor 7.63
sensitivity: high
target (90000) , 85937.50
threshold (50000) , 46875.00

SENSOR 1
window_factor 7.63
sensitivity: high
target (90000) , 85937.50
threshold (50000) , 46875.00

Sensor, Temp , F_sens , F_ref, Rech_Count
1 , 80 , 50704 , 75462 , 0
2 , 83 , 83412 , 70159 , 0
2 , 83 , 83480 , 70144 , 0
1 , 80 , 50590 , 75454 , 0
2 , 83 , 83435 , 70144 , 0
1 , 80 , 50621 , 75454 , 0
2 , 83 , 83404 , 70121 , 0
1 , 80 , 50613 , 75454 , 0
2 , 83 , 83404 , 70114 , 0
1 , 80 , 50590 , 75447 , 0
2 , 83 , 83457 , 70144 , 0
1 , 80 , 50621 , 75447 , 0
2 , 83 , 83450 , 70144 , 0
1 , 80 , 50605 , 75439 , 0
2 , 83 , 83435 , 70152 , 0
1 , 80 , 50575 , 75447 , 0
2 , 83 , 83419 , 70137 , 0
1 , 80 , 50605 , 75447 , 0
2 , 83 , 83419 , 70144 , 0
1 , 80 , 50605 , 75439 , 0
2 , 83 , 83374 , 70152 , 0
1 , 80 , 50605 , 75447 , 0
2 , 83 , 83427 , 70137 , 0
1 , 80 , 50598 , 75447 , 0
2 , 83 , 83427 , 70152 , 0
1 , 80 , 50582 , 75462 , 0
2 , 83 , 83450 , 70152 , 0
