,Time (ms),V_shunt_1,V_s1 (µV),V_bus_1,V_b1 (mV),I_s1 (µA),P_1 (mW),V_shunt_2,V_s2 (µV),V_bus_2,V_b2 (mV),I_s2 (µA),P_2 (mW)
847,7584,Vs1(uV),200,Vb1(mV),4988,2000.0,9.976,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
848,7593,Vs1(uV),170,Vb1(mV),4992,1700.0,8.4864,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
849,7602,Vs1(uV),190,Vb1(mV),4988,1900.0,9.4772,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
850,7611,Vs1(uV),200,Vb1(mV),4992,2000.0,9.984,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
851,7620,Vs1(uV),200,Vb1(mV),4988,2000.0,9.976,Vs2(uV),250,Vb2(mV),4992,2500.0,12.48
852,7629,Vs1(uV),140,Vb1(mV),4988,1400.0,6.9832,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
853,7638,Vs1(uV),160,Vb1(mV),4988,1600.0,7.9808,Vs2(uV),210,Vb2(mV),4988,2100.0,10.4748
854,7647,Vs1(uV),170,Vb1(mV),4988,1700.0,8.4796,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
855,7656,Vs1(uV),180,Vb1(mV),4996,1800.0,8.9928,Vs2(uV),240,Vb2(mV),4992,2400.0,11.9808
856,7665,Vs1(uV),160,Vb1(mV),4988,1600.0,7.9808,Vs2(uV),230,Vb2(mV),4992,2300.0,11.4816
857,7674,Vs1(uV),180,Vb1(mV),4988,1800.0,8.9784,Vs2(uV),210,Vb2(mV),4992,2100.0,10.4832
858,7683,Vs1(uV),160,Vb1(mV),4992,1600.0,7.9872,Vs2(uV),200,Vb2(mV),4992,2000.0,9.984
859,7691,Vs1(uV),170,Vb1(mV),4988,1700.0,8.4796,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
860,7700,Vs1(uV),180,Vb1(mV),4992,1800.0,8.9856,Vs2(uV),210,Vb2(mV),4992,2100.0,10.4832
861,7709,Vs1(uV),190,Vb1(mV),4992,1900.0,9.4848,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
862,7718,Vs1(uV),160,Vb1(mV),4988,1600.0,7.9808,Vs2(uV),210,Vb2(mV),4992,2100.0,10.4832
863,7727,Vs1(uV),190,Vb1(mV),4988,1900.0,9.4772,Vs2(uV),230,Vb2(mV),4992,2300.0,11.4816
864,7736,Vs1(uV),170,Vb1(mV),4992,1700.0,8.4864,Vs2(uV),220,Vb2(mV),4988,2200.0,10.9736
865,7745,Vs1(uV),180,Vb1(mV),4992,1800.0,8.9856,Vs2(uV),190,Vb2(mV),4992,1900.0,9.4848
866,7754,Vs1(uV),190,Vb1(mV),4992,1900.0,9.4848,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
867,7763,Vs1(uV),170,Vb1(mV),4992,1700.0,8.4864,Vs2(uV),230,Vb2(mV),4992,2300.0,11.4816
868,7772,Vs1(uV),190,Vb1(mV),4988,1900.0,9.4772,Vs2(uV),230,Vb2(mV),4992,2300.0,11.4816
869,7781,Vs1(uV),180,Vb1(mV),4988,1800.0,8.9784,Vs2(uV),210,Vb2(mV),4996,2100.0,10.4916
870,7790,Vs1(uV),180,Vb1(mV),4988,1800.0,8.9784,Vs2(uV),210,Vb2(mV),4988,2100.0,10.4748
871,7798,Vs1(uV),160,Vb1(mV),4992,1600.0,7.9872,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
872,7807,Vs1(uV),170,Vb1(mV),4988,1700.0,8.4796,Vs2(uV),190,Vb2(mV),4992,1900.0,9.4848
873,7816,Vs1(uV),170,Vb1(mV),4988,1700.0,8.4796,Vs2(uV),210,Vb2(mV),4988,2100.0,10.4748
874,7825,Vs1(uV),160,Vb1(mV),4992,1600.0,7.9872,Vs2(uV),230,Vb2(mV),4992,2300.0,11.4816
875,7834,Vs1(uV),160,Vb1(mV),4992,1600.0,7.9872,Vs2(uV),230,Vb2(mV),4992,2300.0,11.4816
876,7843,Vs1(uV),190,Vb1(mV),4988,1900.0,9.4772,Vs2(uV),230,Vb2(mV),4992,2300.0,11.4816
877,7852,Vs1(uV),190,Vb1(mV),4988,1900.0,9.4772,Vs2(uV),200,Vb2(mV),4992,2000.0,9.984
878,7860,Vs1(uV),200,Vb1(mV),4988,2000.0,9.976,Vs2(uV),200,Vb2(mV),4988,2000.0,9.976
879,7869,Vs1(uV),180,Vb1(mV),4988,1800.0,8.9784,Vs2(uV),210,Vb2(mV),4992,2100.0,10.4832
880,7878,Vs1(uV),160,Vb1(mV),4992,1600.0,7.9872,Vs2(uV),240,Vb2(mV),4992,2400.0,11.9808
881,7887,Vs1(uV),170,Vb1(mV),4988,1700.0,8.4796,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
882,7896,Vs1(uV),170,Vb1(mV),4988,1700.0,8.4796,Vs2(uV),230,Vb2(mV),4992,2300.0,11.4816
883,7905,Vs1(uV),200,Vb1(mV),4992,2000.0,9.984,Vs2(uV),210,Vb2(mV),4992,2100.0,10.4832
884,7913,Vs1(uV),180,Vb1(mV),4992,1800.0,8.9856,Vs2(uV),210,Vb2(mV),4992,2100.0,10.4832
885,7922,Vs1(uV),180,Vb1(mV),4988,1800.0,8.9784,Vs2(uV),200,Vb2(mV),4992,2000.0,9.984
886,7931,Vs1(uV),170,Vb1(mV),4988,1700.0,8.4796,Vs2(uV),230,Vb2(mV),4992,2300.0,11.4816
887,7940,Vs1(uV),180,Vb1(mV),4992,1800.0,8.9856,Vs2(uV),230,Vb2(mV),4996,2300.0,11.4908
888,7949,Vs1(uV),170,Vb1(mV),4988,1700.0,8.4796,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
889,7958,Vs1(uV),160,Vb1(mV),4988,1600.0,7.9808,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
890,7967,Vs1(uV),190,Vb1(mV),4992,1900.0,9.4848,Vs2(uV),230,Vb2(mV),4992,2300.0,11.4816
891,7976,Vs1(uV),160,Vb1(mV),4988,1600.0,7.9808,Vs2(uV),250,Vb2(mV),4992,2500.0,12.48
892,7985,Vs1(uV),160,Vb1(mV),4992,1600.0,7.9872,Vs2(uV),210,Vb2(mV),4992,2100.0,10.4832
893,7994,Vs1(uV),190,Vb1(mV),4992,1900.0,9.4848,Vs2(uV),230,Vb2(mV),4992,2300.0,11.4816
894,8003,Vs1(uV),170,Vb1(mV),4988,1700.0,8.4796,Vs2(uV),250,Vb2(mV),4992,2500.0,12.48
895,8012,Vs1(uV),180,Vb1(mV),4984,1800.0,8.9712,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
896,8021,Vs1(uV),190,Vb1(mV),4992,1900.0,9.4848,Vs2(uV),220,Vb2(mV),4988,2200.0,10.9736
897,8029,Vs1(uV),200,Vb1(mV),4992,2000.0,9.984,Vs2(uV),210,Vb2(mV),4992,2100.0,10.4832
898,8038,Vs1(uV),160,Vb1(mV),4992,1600.0,7.9872,Vs2(uV),220,Vb2(mV),4988,2200.0,10.9736
899,8047,Vs1(uV),180,Vb1(mV),4988,1800.0,8.9784,Vs2(uV),210,Vb2(mV),4992,2100.0,10.4832
900,8056,Vs1(uV),200,Vb1(mV),4988,2000.0,9.976,Vs2(uV),260,Vb2(mV),4988,2600.0,12.9688
901,8065,Vs1(uV),170,Vb1(mV),4992,1700.0,8.4864,Vs2(uV),210,Vb2(mV),4992,2100.0,10.4832
902,8074,Vs1(uV),200,Vb1(mV),4988,2000.0,9.976,Vs2(uV),210,Vb2(mV),4992,2100.0,10.4832
903,8083,Vs1(uV),170,Vb1(mV),4992,1700.0,8.4864,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
904,8092,Vs1(uV),170,Vb1(mV),4992,1700.0,8.4864,Vs2(uV),210,Vb2(mV),4988,2100.0,10.4748
905,8101,Vs1(uV),160,Vb1(mV),4988,1600.0,7.9808,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
906,8110,Vs1(uV),190,Vb1(mV),4996,1900.0,9.4924,Vs2(uV),240,Vb2(mV),4992,2400.0,11.9808
907,8119,Vs1(uV),180,Vb1(mV),4988,1800.0,8.9784,Vs2(uV),210,Vb2(mV),4992,2100.0,10.4832
908,8127,Vs1(uV),170,Vb1(mV),4988,1700.0,8.4796,Vs2(uV),230,Vb2(mV),4988,2300.0,11.4724
909,8136,Vs1(uV),180,Vb1(mV),4992,1800.0,8.9856,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
910,8145,Vs1(uV),160,Vb1(mV),4992,1600.0,7.9872,Vs2(uV),240,Vb2(mV),4992,2400.0,11.9808
911,8154,Vs1(uV),180,Vb1(mV),4988,1800.0,8.9784,Vs2(uV),210,Vb2(mV),4992,2100.0,10.4832
912,8163,Vs1(uV),170,Vb1(mV),4992,1700.0,8.4864,Vs2(uV),200,Vb2(mV),4992,2000.0,9.984
913,8172,Vs1(uV),170,Vb1(mV),4992,1700.0,8.4864,Vs2(uV),230,Vb2(mV),4992,2300.0,11.4816
914,8181,Vs1(uV),200,Vb1(mV),4988,2000.0,9.976,Vs2(uV),230,Vb2(mV),4992,2300.0,11.4816
915,8190,Vs1(uV),160,Vb1(mV),4992,1600.0,7.9872,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
916,8199,Vs1(uV),180,Vb1(mV),4992,1800.0,8.9856,Vs2(uV),220,Vb2(mV),4988,2200.0,10.9736
917,8208,Vs1(uV),160,Vb1(mV),4988,1600.0,7.9808,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
918,8217,Vs1(uV),180,Vb1(mV),4988,1800.0,8.9784,Vs2(uV),240,Vb2(mV),4992,2400.0,11.9808
919,8225,Vs1(uV),170,Vb1(mV),4992,1700.0,8.4864,Vs2(uV),200,Vb2(mV),4988,2000.0,9.976
920,8234,Vs1(uV),200,Vb1(mV),4992,2000.0,9.984,Vs2(uV),220,Vb2(mV),4988,2200.0,10.9736
921,8242,Vs1(uV),170,Vb1(mV),4992,1700.0,8.4864,Vs2(uV),200,Vb2(mV),4996,2000.0,9.992
922,8251,Vs1(uV),170,Vb1(mV),4988,1700.0,8.4796,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
923,8260,Vs1(uV),180,Vb1(mV),4992,1800.0,8.9856,Vs2(uV),240,Vb2(mV),4992,2400.0,11.9808
924,8269,Vs1(uV),170,Vb1(mV),4992,1700.0,8.4864,Vs2(uV),210,Vb2(mV),4992,2100.0,10.4832
925,8278,Vs1(uV),180,Vb1(mV),4992,1800.0,8.9856,Vs2(uV),210,Vb2(mV),4992,2100.0,10.4832
926,8287,Vs1(uV),180,Vb1(mV),4992,1800.0,8.9856,Vs2(uV),230,Vb2(mV),4992,2300.0,11.4816
927,8296,Vs1(uV),170,Vb1(mV),4988,1700.0,8.4796,Vs2(uV),210,Vb2(mV),4992,2100.0,10.4832
928,8305,Vs1(uV),170,Vb1(mV),4988,1700.0,8.4796,Vs2(uV),240,Vb2(mV),4988,2400.0,11.9712
929,8314,Vs1(uV),170,Vb1(mV),4992,1700.0,8.4864,Vs2(uV),240,Vb2(mV),4992,2400.0,11.9808
930,8323,Vs1(uV),180,Vb1(mV),4988,1800.0,8.9784,Vs2(uV),210,Vb2(mV),4992,2100.0,10.4832
931,8332,Vs1(uV),190,Vb1(mV),4988,1900.0,9.4772,Vs2(uV),240,Vb2(mV),4992,2400.0,11.9808
932,8341,Vs1(uV),180,Vb1(mV),4992,1800.0,8.9856,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
933,8350,Vs1(uV),180,Vb1(mV),4992,1800.0,8.9856,Vs2(uV),200,Vb2(mV),4992,2000.0,9.984
934,8358,Vs1(uV),150,Vb1(mV),4988,1500.0,7.482,Vs2(uV),240,Vb2(mV),4992,2400.0,11.9808
935,8367,Vs1(uV),140,Vb1(mV),4988,1400.0,6.9832,Vs2(uV),240,Vb2(mV),4992,2400.0,11.9808
936,8376,Vs1(uV),190,Vb1(mV),4988,1900.0,9.4772,Vs2(uV),200,Vb2(mV),4992,2000.0,9.984
937,8385,Vs1(uV),200,Vb1(mV),4988,2000.0,9.976,Vs2(uV),200,Vb2(mV),4988,2000.0,9.976
938,8394,Vs1(uV),180,Vb1(mV),4992,1800.0,8.9856,Vs2(uV),200,Vb2(mV),4992,2000.0,9.984
939,8403,Vs1(uV),170,Vb1(mV),4992,1700.0,8.4864,Vs2(uV),230,Vb2(mV),4996,2300.0,11.4908
940,8412,Vs1(uV),170,Vb1(mV),4992,1700.0,8.4864,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
941,8421,Vs1(uV),170,Vb1(mV),4992,1700.0,8.4864,Vs2(uV),240,Vb2(mV),4992,2400.0,11.9808
942,8430,Vs1(uV),180,Vb1(mV),4988,1800.0,8.9784,Vs2(uV),250,Vb2(mV),4992,2500.0,12.48
943,8439,Vs1(uV),180,Vb1(mV),4988,1800.0,8.9784,Vs2(uV),230,Vb2(mV),4992,2300.0,11.4816
944,8448,Vs1(uV),170,Vb1(mV),4988,1700.0,8.4796,Vs2(uV),230,Vb2(mV),4996,2300.0,11.4908
945,8457,Vs1(uV),170,Vb1(mV),4992,1700.0,8.4864,Vs2(uV),230,Vb2(mV),4988,2300.0,11.4724
946,8465,Vs1(uV),200,Vb1(mV),4992,2000.0,9.984,Vs2(uV),200,Vb2(mV),4992,2000.0,9.984
947,8475,Vs1(uV),180,Vb1(mV),4988,1800.0,8.9784,Vs2(uV),230,Vb2(mV),4992,2300.0,11.4816
948,8483,Vs1(uV),170,Vb1(mV),4992,1700.0,8.4864,Vs2(uV),210,Vb2(mV),4992,2100.0,10.4832
949,8492,Vs1(uV),160,Vb1(mV),4988,1600.0,7.9808,Vs2(uV),240,Vb2(mV),4992,2400.0,11.9808
950,8501,Vs1(uV),180,Vb1(mV),4988,1800.0,8.9784,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
951,8510,Vs1(uV),190,Vb1(mV),4988,1900.0,9.4772,Vs2(uV),230,Vb2(mV),4992,2300.0,11.4816
952,8519,Vs1(uV),190,Vb1(mV),4988,1900.0,9.4772,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
953,8528,Vs1(uV),160,Vb1(mV),4988,1600.0,7.9808,Vs2(uV),210,Vb2(mV),4992,2100.0,10.4832
954,8537,Vs1(uV),170,Vb1(mV),4992,1700.0,8.4864,Vs2(uV),230,Vb2(mV),4992,2300.0,11.4816
955,8546,Vs1(uV),180,Vb1(mV),4988,1800.0,8.9784,Vs2(uV),240,Vb2(mV),4992,2400.0,11.9808
956,8555,Vs1(uV),160,Vb1(mV),4992,1600.0,7.9872,Vs2(uV),210,Vb2(mV),4992,2100.0,10.4832
957,8564,Vs1(uV),170,Vb1(mV),4988,1700.0,8.4796,Vs2(uV),190,Vb2(mV),4992,1900.0,9.4848
958,8572,Vs1(uV),180,Vb1(mV),4988,1800.0,8.9784,Vs2(uV),220,Vb2(mV),4988,2200.0,10.9736
959,8581,Vs1(uV),160,Vb1(mV),4992,1600.0,7.9872,Vs2(uV),210,Vb2(mV),4992,2100.0,10.4832
960,8590,Vs1(uV),180,Vb1(mV),4988,1800.0,8.9784,Vs2(uV),230,Vb2(mV),4992,2300.0,11.4816
961,8598,Vs1(uV),190,Vb1(mV),4992,1900.0,9.4848,Vs2(uV),200,Vb2(mV),4992,2000.0,9.984
962,8607,Vs1(uV),180,Vb1(mV),4988,1800.0,8.9784,Vs2(uV),230,Vb2(mV),4992,2300.0,11.4816
963,8616,Vs1(uV),170,Vb1(mV),4992,1700.0,8.4864,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
964,8625,Vs1(uV),200,Vb1(mV),4988,2000.0,9.976,Vs2(uV),210,Vb2(mV),4992,2100.0,10.4832
965,8634,Vs1(uV),160,Vb1(mV),4992,1600.0,7.9872,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
966,8643,Vs1(uV),180,Vb1(mV),4988,1800.0,8.9784,Vs2(uV),230,Vb2(mV),4996,2300.0,11.4908
967,8652,Vs1(uV),150,Vb1(mV),4988,1500.0,7.482,Vs2(uV),250,Vb2(mV),4992,2500.0,12.48
968,8661,Vs1(uV),170,Vb1(mV),4992,1700.0,8.4864,Vs2(uV),210,Vb2(mV),4992,2100.0,10.4832
969,8670,Vs1(uV),160,Vb1(mV),4988,1600.0,7.9808,Vs2(uV),230,Vb2(mV),4988,2300.0,11.4724
970,8679,Vs1(uV),170,Vb1(mV),4992,1700.0,8.4864,Vs2(uV),230,Vb2(mV),4996,2300.0,11.4908
971,8688,Vs1(uV),180,Vb1(mV),4992,1800.0,8.9856,Vs2(uV),240,Vb2(mV),4992,2400.0,11.9808
972,8696,Vs1(uV),170,Vb1(mV),4992,1700.0,8.4864,Vs2(uV),230,Vb2(mV),4992,2300.0,11.4816
973,8705,Vs1(uV),190,Vb1(mV),4992,1900.0,9.4848,Vs2(uV),230,Vb2(mV),4992,2300.0,11.4816
974,8714,Vs1(uV),160,Vb1(mV),4992,1600.0,7.9872,Vs2(uV),240,Vb2(mV),4996,2400.0,11.9904
975,8723,Vs1(uV),170,Vb1(mV),4992,1700.0,8.4864,Vs2(uV),200,Vb2(mV),4992,2000.0,9.984
976,8732,Vs1(uV),170,Vb1(mV),4988,1700.0,8.4796,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
977,8741,Vs1(uV),190,Vb1(mV),4992,1900.0,9.4848,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
978,8750,Vs1(uV),180,Vb1(mV),4992,1800.0,8.9856,Vs2(uV),230,Vb2(mV),4992,2300.0,11.4816
979,8759,Vs1(uV),160,Vb1(mV),4992,1600.0,7.9872,Vs2(uV),200,Vb2(mV),4988,2000.0,9.976
980,8768,Vs1(uV),160,Vb1(mV),4992,1600.0,7.9872,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
981,8777,Vs1(uV),170,Vb1(mV),4992,1700.0,8.4864,Vs2(uV),220,Vb2(mV),4988,2200.0,10.9736
982,8786,Vs1(uV),160,Vb1(mV),4992,1600.0,7.9872,Vs2(uV),210,Vb2(mV),4992,2100.0,10.4832
983,8794,Vs1(uV),190,Vb1(mV),4988,1900.0,9.4772,Vs2(uV),200,Vb2(mV),4992,2000.0,9.984
984,8803,Vs1(uV),180,Vb1(mV),4988,1800.0,8.9784,Vs2(uV),210,Vb2(mV),4992,2100.0,10.4832
985,8812,Vs1(uV),170,Vb1(mV),4988,1700.0,8.4796,Vs2(uV),220,Vb2(mV),4988,2200.0,10.9736
986,8821,Vs1(uV),160,Vb1(mV),4992,1600.0,7.9872,Vs2(uV),210,Vb2(mV),4992,2100.0,10.4832
987,8830,Vs1(uV),200,Vb1(mV),4988,2000.0,9.976,Vs2(uV),230,Vb2(mV),4988,2300.0,11.4724
988,8839,Vs1(uV),170,Vb1(mV),4992,1700.0,8.4864,Vs2(uV),220,Vb2(mV),4988,2200.0,10.9736
989,8848,Vs1(uV),140,Vb1(mV),4992,1400.0,6.9888,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
990,8857,Vs1(uV),170,Vb1(mV),4988,1700.0,8.4796,Vs2(uV),230,Vb2(mV),4992,2300.0,11.4816
991,8866,Vs1(uV),170,Vb1(mV),4988,1700.0,8.4796,Vs2(uV),230,Vb2(mV),4992,2300.0,11.4816
992,8875,Vs1(uV),170,Vb1(mV),4988,1700.0,8.4796,Vs2(uV),230,Vb2(mV),4992,2300.0,11.4816
993,8884,Vs1(uV),170,Vb1(mV),4988,1700.0,8.4796,Vs2(uV),230,Vb2(mV),4992,2300.0,11.4816
994,8893,Vs1(uV),150,Vb1(mV),4988,1500.0,7.482,Vs2(uV),210,Vb2(mV),4996,2100.0,10.4916
995,8902,Vs1(uV),170,Vb1(mV),4988,1700.0,8.4796,Vs2(uV),210,Vb2(mV),4992,2100.0,10.4832
996,8910,Vs1(uV),150,Vb1(mV),4988,1500.0,7.482,Vs2(uV),220,Vb2(mV),4996,2200.0,10.9912
997,8919,Vs1(uV),190,Vb1(mV),4992,1900.0,9.4848,Vs2(uV),250,Vb2(mV),4992,2500.0,12.48
998,8928,Vs1(uV),160,Vb1(mV),4988,1600.0,7.9808,Vs2(uV),240,Vb2(mV),4996,2400.0,11.9904
999,8937,Vs1(uV),190,Vb1(mV),4988,1900.0,9.4772,Vs2(uV),230,Vb2(mV),4992,2300.0,11.4816
1000,8946,Vs1(uV),190,Vb1(mV),4988,1900.0,9.4772,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
1001,8955,Vs1(uV),170,Vb1(mV),4992,1700.0,8.4864,Vs2(uV),230,Vb2(mV),4988,2300.0,11.4724
1002,8964,Vs1(uV),190,Vb1(mV),4992,1900.0,9.4848,Vs2(uV),250,Vb2(mV),4992,2500.0,12.48
1003,8973,Vs1(uV),180,Vb1(mV),4988,1800.0,8.9784,Vs2(uV),210,Vb2(mV),4988,2100.0,10.4748
1004,8981,Vs1(uV),170,Vb1(mV),4988,1700.0,8.4796,Vs2(uV),210,Vb2(mV),4992,2100.0,10.4832
1005,8990,Vs1(uV),180,Vb1(mV),4988,1800.0,8.9784,Vs2(uV),230,Vb2(mV),4992,2300.0,11.4816
1006,8999,Vs1(uV),170,Vb1(mV),4992,1700.0,8.4864,Vs2(uV),210,Vb2(mV),4992,2100.0,10.4832
1007,9008,Vs1(uV),180,Vb1(mV),4988,1800.0,8.9784,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
1008,9017,Vs1(uV),190,Vb1(mV),4992,1900.0,9.4848,Vs2(uV),210,Vb2(mV),4992,2100.0,10.4832
1009,9025,Vs1(uV),180,Vb1(mV),4988,1800.0,8.9784,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
1010,9034,Vs1(uV),190,Vb1(mV),4988,1900.0,9.4772,Vs2(uV),220,Vb2(mV),4988,2200.0,10.9736
1011,9043,Vs1(uV),190,Vb1(mV),4988,1900.0,9.4772,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
1012,9052,Vs1(uV),190,Vb1(mV),4992,1900.0,9.4848,Vs2(uV),210,Vb2(mV),4992,2100.0,10.4832
1013,9061,Vs1(uV),190,Vb1(mV),4988,1900.0,9.4772,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
1014,9070,Vs1(uV),190,Vb1(mV),4992,1900.0,9.4848,Vs2(uV),230,Vb2(mV),4996,2300.0,11.4908
1015,9079,Vs1(uV),180,Vb1(mV),4992,1800.0,8.9856,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
1016,9088,Vs1(uV),170,Vb1(mV),4992,1700.0,8.4864,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
1017,9097,Vs1(uV),180,Vb1(mV),4992,1800.0,8.9856,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
1018,9106,Vs1(uV),190,Vb1(mV),4992,1900.0,9.4848,Vs2(uV),200,Vb2(mV),4992,2000.0,9.984
1019,9115,Vs1(uV),150,Vb1(mV),4996,1500.0,7.494,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
1020,9124,Vs1(uV),180,Vb1(mV),4988,1800.0,8.9784,Vs2(uV),200,Vb2(mV),4992,2000.0,9.984
1021,9132,Vs1(uV),150,Vb1(mV),4988,1500.0,7.482,Vs2(uV),210,Vb2(mV),4992,2100.0,10.4832
1022,9141,Vs1(uV),180,Vb1(mV),4988,1800.0,8.9784,Vs2(uV),240,Vb2(mV),4992,2400.0,11.9808
1023,9150,Vs1(uV),180,Vb1(mV),4988,1800.0,8.9784,Vs2(uV),230,Vb2(mV),4988,2300.0,11.4724
1024,9159,Vs1(uV),170,Vb1(mV),4988,1700.0,8.4796,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
1025,9168,Vs1(uV),150,Vb1(mV),4988,1500.0,7.482,Vs2(uV),230,Vb2(mV),4992,2300.0,11.4816
1026,9177,Vs1(uV),170,Vb1(mV),4988,1700.0,8.4796,Vs2(uV),210,Vb2(mV),4988,2100.0,10.4748
1027,9186,Vs1(uV),170,Vb1(mV),4988,1700.0,8.4796,Vs2(uV),230,Vb2(mV),4992,2300.0,11.4816
1028,9195,Vs1(uV),190,Vb1(mV),4988,1900.0,9.4772,Vs2(uV),200,Vb2(mV),4992,2000.0,9.984
1029,9204,Vs1(uV),190,Vb1(mV),4992,1900.0,9.4848,Vs2(uV),200,Vb2(mV),4996,2000.0,9.992
1030,9213,Vs1(uV),200,Vb1(mV),4988,2000.0,9.976,Vs2(uV),230,Vb2(mV),4988,2300.0,11.4724
1031,9222,Vs1(uV),180,Vb1(mV),4988,1800.0,8.9784,Vs2(uV),210,Vb2(mV),4992,2100.0,10.4832
1032,9231,Vs1(uV),180,Vb1(mV),4992,1800.0,8.9856,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
1033,9239,Vs1(uV),170,Vb1(mV),4992,1700.0,8.4864,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
1034,9248,Vs1(uV),170,Vb1(mV),4988,1700.0,8.4796,Vs2(uV),200,Vb2(mV),4992,2000.0,9.984
1035,9257,Vs1(uV),180,Vb1(mV),4992,1800.0,8.9856,Vs2(uV),240,Vb2(mV),4992,2400.0,11.9808
1036,9266,Vs1(uV),170,Vb1(mV),4988,1700.0,8.4796,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
1037,9275,Vs1(uV),190,Vb1(mV),4988,1900.0,9.4772,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
1038,9284,Vs1(uV),170,Vb1(mV),4988,1700.0,8.4796,Vs2(uV),230,Vb2(mV),4988,2300.0,11.4724
1039,9293,Vs1(uV),160,Vb1(mV),4988,1600.0,7.9808,Vs2(uV),220,Vb2(mV),4988,2200.0,10.9736
1040,9302,Vs1(uV),180,Vb1(mV),4992,1800.0,8.9856,Vs2(uV),240,Vb2(mV),4988,2400.0,11.9712
1041,9311,Vs1(uV),170,Vb1(mV),4988,1700.0,8.4796,Vs2(uV),210,Vb2(mV),4996,2100.0,10.4916
1042,9320,Vs1(uV),190,Vb1(mV),4992,1900.0,9.4848,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
1043,9329,Vs1(uV),190,Vb1(mV),4992,1900.0,9.4848,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
1044,9338,Vs1(uV),170,Vb1(mV),4988,1700.0,8.4796,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
1045,9345,Vs1(uV),180,Vb1(mV),4992,1800.0,8.9856,Vs2(uV),210,Vb2(mV),4992,2100.0,10.4832
1046,9354,Vs1(uV),170,Vb1(mV),4992,1700.0,8.4864,Vs2(uV),240,Vb2(mV),4992,2400.0,11.9808
1047,9363,Vs1(uV),170,Vb1(mV),4988,1700.0,8.4796,Vs2(uV),200,Vb2(mV),4992,2000.0,9.984
1048,9372,Vs1(uV),200,Vb1(mV),4992,2000.0,9.984,Vs2(uV),230,Vb2(mV),4988,2300.0,11.4724
1049,9381,Vs1(uV),160,Vb1(mV),4992,1600.0,7.9872,Vs2(uV),220,Vb2(mV),4992,2200.0,10.9824
1050,9390,Vs1(uV),180,Vb1(mV),4988,1800.0,8.9784,Vs2(uV),240,Vb2(mV),4992,2400.0,11.9808
1051,9399,Vs1(uV),170,Vb1(mV),4992,1700.0,8.4864,Vs2(uV),210,Vb2(mV),4992,2100.0,10.4832
1052,9408,Vs1(uV),180,Vb1(mV),4992,1800.0,8.9856,Vs2(uV),210,Vb2(mV),4992,2100.0,10.4832
1053,9417,Vs1(uV),180,Vb1(mV),4992,1800.0,8.9856,Vs2(uV),210,Vb2(mV),4992,2100.0,10.4832
