1600299300 , SENSOR 2
1603995600 , window_factor 3.81
1604857800 , sensitivity high
2653629900 , target (50000) , 50781.25
2655109100 , threshold (30000) , 31250.00
2656103900 , 
2658134100 , Sensor, Temp , F_sens , F_ref, Rech_Count
2660097300 , 2 , 108 , 47393 , 42392 , 0
3656429100 , 2 , 108 , 47389 , 42388 , 0
4656215800 , 2 , 108 , 47393 , 42388 , 0
5659519000 , 2 , 108 , 47393 , 42388 , 0
6661836200 , 2 , 108 , 47397 , 42392 , 0
7662162000 , 2 , 108 , 47393 , 42392 , 0
8665359800 , 2 , 108 , 47389 , 42388 , 0
9665001900 , 2 , 108 , 47389 , 42388 , 0
10668256000 , 2 , 108 , 47393 , 42396 , 0
11667331500 , 2 , 108 , 47386 , 42385 , 0
12671257500 , 2 , 108 , 47386 , 42385 , 0
13670798400 , 2 , 108 , 47382 , 42381 , 0
14674253400 , 2 , 108 , 47382 , 42385 , 0
15673580400 , 2 , 108 , 47378 , 42373 , 0
16676641900 , 2 , 108 , 47382 , 42381 , 0
17675972900 , 2 , 108 , 47382 , 42385 , 0
18680248400 , 2 , 108 , 47382 , 42392 , 0
19682991200 , 2 , 108 , 47389 , 42388 , 0
20682321400 , 2 , 108 , 47382 , 42381 , 0
21685926300 , 2 , 108 , 47378 , 42385 , 0
22685582900 , 2 , 108 , 47382 , 42385 , 0
23689011800 , 2 , 108 , 47378 , 42381 , 0
24687856100 , 2 , 108 , 47389 , 42385 , 0
25692136500 , 2 , 108 , 47382 , 42385 , 0
26690499600 , 2 , 108 , 47389 , 42392 , 0
27694813200 , 2 , 108 , 47386 , 42388 , 0
28694950800 , 2 , 108 , 47382 , 42392 , 0
29697271400 , 2 , 108 , 47397 , 42388 , 0
30700587700 , 2 , 108 , 47378 , 42388 , 0
31699947300 , 2 , 108 , 47389 , 42388 , 0
32703269500 , 2 , 108 , 47382 , 42388 , 0
33702556900 , 2 , 108 , 47393 , 42388 , 0
34706871200 , 2 , 108 , 47389 , 42392 , 0
35706233900 , 2 , 108 , 47378 , 42388 , 0
36709515100 , 2 , 108 , 47389 , 42392 , 0
37708842900 , 2 , 108 , 47389 , 42381 , 0
38712373000 , 2 , 108 , 47389 , 42388 , 0
39711800600 , 2 , 108 , 47386 , 42385 , 0
40715119200 , 2 , 108 , 47378 , 42381 , 0
41718552200 , 2 , 108 , 47374 , 42381 , 0
42717880900 , 2 , 108 , 47374 , 42377 , 0
43721435300 , 2 , 108 , 47374 , 42381 , 0
44721094300 , 2 , 108 , 47382 , 42381 , 0
45723568300 , 2 , 108 , 47382 , 42377 , 0
46723926200 , 2 , 108 , 47363 , 42381 , 0
47727350800 , 2 , 108 , 47374 , 42381 , 0
48726480200 , 2 , 108 , 47378 , 42373 , 0
49729492900 , 2 , 108 , 47378 , 42377 , 0
