02:18:29 , SENSOR 1 NOT CONNECTED
02:18:29 , SENSOR 1 NOT CONNECTED
02:18:29 , SENSOR 1 NOT CONNECTED
02:18:29 , SENSOR 1 NOT CONNECTED
02:18:29 , SENSOR 1 NOT CONNECTED
02:18:29 , SENSOR 1 NOT CONNECTED
02:18:29 , SENSOR 1 NOT CONNECTED
02:18:29 , SENSOR 1 NOT CONNECTED
02:18:30 , SENSOR 1 NOT CONNECTED
02:18:30 , SENSOR 1 NOT CONNECTED
02:18:30 , SENSOR 1 NOT CONNECTED
02:18:30 , SENSOR 1 NOT CONNECTED
02:18:30 , SENSOR 1 NOT CONNECTED
02:18:30 , SENSOR 1 NOT CONNECTED
02:18:30 , SENSOR 1 NOT CONNECTED
02:18:30 , SENSOR 1 NOT CONNECTED
02:18:30 , SENSOR 1 NOT CONNECTED
02:18:31 , SENSOR 1 NOT CONNECTED
02:18:31 , SENSOR 1 NOT CONNECTED
02:18:31 , SENSOR 1 NOT CONNECTED
02:18:31 , SENSOR 1 NOT CONNECTED
02:18:31 , SENSOR 1 NOT CONNECTED
02:18:31 , SENSOR 1 NOT CONNECTED
02:18:31 , SENSOR 1 NOT CONNECTED
02:18:31 , SENSOR 1 NOT CONNECTED
02:18:31 , SENSOR 1 NOT CONNECTED
02:18:32 , SENSOR 1 NOT CONNECTED
02:18:32 , SENSOR 1 NOT CONNECTED
02:18:32 , SENSOR 1 NOT CONNECTED
02:18:32 , SENSOR 1 NOT CONNECTED
02:18:32 , SENSOR 1 NOT CONNECTED
02:18:32 , SENSOR 1 NOT CONNECTED
02:18:32 , SENSOR 1 NOT CONNECTED
02:18:32 , SENSOR 1 NOT CONNECTED
02:18:32 , SENSOR 1 NOT CONNECTED
02:18:33 , SENSOR 1 NOT CONNECTED
02:18:33 , SENSOR 1 NOT CONNECTED
02:18:33 , SENSOR 1 NOT CONNECTED
02:18:33 , SENSOR 1 NOT CONNECTED
02:18:33 , SENSOR 1 NOT CONNECTED
02:18:33 , SENSOR 1 NOT CONNECTED
02:18:33 , SENSOR 1 NOT CONNECTED
02:18:33 , SENSOR 1 NOT CONNECTED
02:18:33 , SENSOR 1 NOT CONNECTED
02:18:34 , SENSOR 1 NOT CONNECTED
02:18:34 , SENSOR 1 NOT CONNECTED
02:18:34 , SENSOR 1 NOT CONNECTED
02:18:34 , SENSOR 1 NOT CONNECTED
02:18:34 , SENSOR 1 NOT CONNECTED
02:18:34 , SENSOR 1 NOT CONNECTED
02:18:34 , SENSOR 1 NOT CONNECTED
02:18:34 , SENSOR 1 NOT CONNECTED
