12:29:41 , Sensor, Temp , F_sens , F_ref, Rech_Count
12:29:41 , 2 , 106 , 663620 , 29014 , 0
12:29:43 , RESET: SENSOR 2
12:29:43 , window_factor 3.81
12:29:43 , sensitivity high
12:29:43 , 
12:29:45 , Sensor, Temp , F_sens , F_ref, Rech_Count
12:29:45 , 2 , 106 , 47733 , 42652 , 0
12:29:46 , 2 , 106 , 47721 , 42648 , 0
12:29:47 , 2 , 106 , 47710 , 42644 , 0
12:30:05 , unknown command: C
12:30:14 , deactivated
13:11:13 , 2 , 84 , 220241 , 21423 , 0
13:11:14 , 2 , 84 , 220249 , 21404 , 0
13:11:15 , 2 , 84 , 219005 , 21427 , 0
13:11:21 , RESET: SENSOR 2
13:11:21 , window_factor 3.81
13:11:21 , sensitivity high
13:11:21 , 
13:11:23 , Sensor, Temp , F_sens , F_ref, Rech_Count
13:11:23 , 2 , 84 , 219882 , 21419 , 0
13:12:20 , 2 , 82 , 178134 , 19859 , 0
