02:28:54 , Sensor, Temp , F_sens , F_ref, Rech_Count
02:28:54 , 2 , 108 , 650428 , 29079 , 0
02:28:55 , 2 , 108 , 650428 , 29075 , 0
02:28:59 , RESET: SENSOR 2
02:28:59 , window_factor 3.81
02:28:59 , sensitivity high
02:28:59 , 
02:29:01 , Sensor, Temp , F_sens , F_ref, Rech_Count
02:29:01 , 2 , 108 , 47302 , 42388 , 0
02:29:02 , 2 , 108 , 47306 , 42388 , 0
02:29:03 , deactivated
02:29:06 , 2 , 84 , 233940 , 22308 , 0
02:29:07 , 2 , 84 , 234188 , 22247 , 0
02:29:08 , 2 , 84 , 233825 , 22289 , 0
02:29:10 , 2 , 85 , 233757 , 22235 , 0
02:29:13 , 2 , 84 , 234031 , 22293 , 0
02:29:14 , 2 , 85 , 233684 , 22243 , 0
02:29:15 , 2 , 85 , 233974 , 22277 , 0
02:29:40 , activated
02:29:43 , 2 , 109 , 47176 , 42312 , 0
02:29:44 , 2 , 109 , 47199 , 42308 , 0
02:29:45 , 2 , 109 , 47203 , 42320 , 0
02:29:45 , 2 , 109 , 47210 , 42324 , 0
02:29:46 , deactivated
02:29:48 , 2 , 85 , 233764 , 22239 , 0
02:29:49 , 2 , 85 , 234020 , 22277 , 0
02:33:40 , activated
02:34:36 , deactivated
02:34:57 , activated
02:35:03 , deactivated
02:40:41 , activated
02:40:45 , deactivated
02:40:49 , activated
02:40:53 , deactivated
