987700,
5974800,Vs1(uV),210,Vb1(mV),4972,Vs2(uV),190,Vb2(mV),4976
10552000,Vs1(uV),170,Vb1(mV),4972,Vs2(uV),200,Vb2(mV),4980
14933000,Vs1(uV),180,Vb1(mV),4968,Vs2(uV),210,Vb2(mV),4980
19921400,Vs1(uV),170,Vb1(mV),4964,Vs2(uV),210,Vb2(mV),4976
22921900,Vs1(uV),180,Vb1(mV),4976,Vs2(uV),210,Vb2(mV),4972
28238000,Vs1(uV),190,Vb1(mV),4976,Vs2(uV),230,Vb2(mV),4972
31836300,Vs1(uV),180,Vb1(mV),4972,Vs2(uV),210,Vb2(mV),4968
36813300,Vs1(uV),160,Vb1(mV),4968,Vs2(uV),220,Vb2(mV),4976
40802700,Vs1(uV),170,Vb1(mV),4972,Vs2(uV),220,Vb2(mV),4976
46020400,Vs1(uV),170,Vb1(mV),4968,Vs2(uV),240,Vb2(mV),4972
50233000,Vs1(uV),170,Vb1(mV),4968,Vs2(uV),220,Vb2(mV),4972
54221700,Vs1(uV),180,Vb1(mV),4976,Vs2(uV),260,Vb2(mV),4972
59208700,Vs1(uV),200,Vb1(mV),4972,Vs2(uV),220,Vb2(mV),4972
63348100,Vs1(uV),180,Vb1(mV),4968,Vs2(uV),240,Vb2(mV),4972
67339400,Vs1(uV),160,Vb1(mV),4968,Vs2(uV),190,Vb2(mV),4972
72339000,Vs1(uV),180,Vb1(mV),4964,Vs2(uV),200,Vb2(mV),4972
77100100,Vs1(uV),190,Vb1(mV),4972,Vs2(uV),200,Vb2(mV),4972
81752900,Vs1(uV),170,Vb1(mV),4972,Vs2(uV),210,Vb2(mV),4972
85736600,Vs1(uV),160,Vb1(mV),4972,Vs2(uV),230,Vb2(mV),4972
89725600,Vs1(uV),190,Vb1(mV),4972,Vs2(uV),230,Vb2(mV),4976
94845000,Vs1(uV),160,Vb1(mV),4968,Vs2(uV),220,Vb2(mV),4976
98837200,Vs1(uV),170,Vb1(mV),4964,Vs2(uV),210,Vb2(mV),4972
103822600,Vs1(uV),170,Vb1(mV),4968,Vs2(uV),210,Vb2(mV),4972
107812700,Vs1(uV),190,Vb1(mV),4972,Vs2(uV),230,Vb2(mV),4968
112427200,Vs1(uV),170,Vb1(mV),4972,Vs2(uV),200,Vb2(mV),4972
116423100,Vs1(uV),180,Vb1(mV),4972,Vs2(uV),240,Vb2(mV),4976
121403400,Vs1(uV),180,Vb1(mV),4968,Vs2(uV),210,Vb2(mV),4980
125825400,Vs1(uV),180,Vb1(mV),4972,Vs2(uV),220,Vb2(mV),4976
130307100,Vs1(uV),170,Vb1(mV),4972,Vs2(uV),210,Vb2(mV),4972
134323500,Vs1(uV),150,Vb1(mV),4972,Vs2(uV),220,Vb2(mV),4972
139283000,Vs1(uV),200,Vb1(mV),4972,Vs2(uV),210,Vb2(mV),4976
143518000,Vs1(uV),180,Vb1(mV),4968,Vs2(uV),200,Vb2(mV),4980
148205200,Vs1(uV),160,Vb1(mV),4972,Vs2(uV),200,Vb2(mV),4976
152197300,Vs1(uV),190,Vb1(mV),4976,Vs2(uV),220,Vb2(mV),4976
157216600,Vs1(uV),170,Vb1(mV),4972,Vs2(uV),210,Vb2(mV),4972
