16:03:28 , Sensor, Temp , F_sens , F_ref, Rech_Count
16:03:28 , 2 , 107 , 47492 , 42449 , 0
16:03:29 , 2 , 107 , 47492 , 42453 , 0
16:03:30 , RESET: SENSOR 2
16:03:30 , window_factor 3.81
16:03:30 , sensitivity high
16:03:30 , 
16:03:31 , 2 , 107 , 47489 , 42449 , 0
16:03:32 , SENSOR 1 NOT CONNECTED
16:03:33 , 2 , 107 , 47500 , 42457 , 0
16:03:33 , 2 , 107 , 47496 , 42446 , 0
