SAMV71_A1_HIGH2_Dec_16_19-16-05.csv
,Time (ms),V_s1 (µV),V_b1 (mV),I_s1 (µA),P_1 (mW),V_s2 (µV),V_b2 (mV),I_s2 (µA),P_2 (mW)
max,33965.0,440.0,4996.0,4400.0,21.9648,490.0,4996.0,4900.0,24.4608
mean,,393.3403638281044,4988.933298180859,3933.403638281044,19.623482204060107,339.1642499340891,4990.759820722384,3391.642499340891,16.92569775902979
median,,400.0,4988.0,4000.0,19.952,420.0,4992.0,4200.0,20.9664
std,,15.90764476591038,1.929679120572862,159.0764476591038,0.7935098409482008,176.8056713752602,2.0678239162079968,1768.0567137526023,8.823348075094868
var,,253.0531619983959,3.7236615083748545,25305.31619983959,0.6296578676816389,31260.245430456507,4.275895748441777,3126024.543045651,77.85147125428033
skew,,-0.09205129399408014,0.6276824403434701,-0.09205129399408447,-0.09169566604540211,-1.3804489368100863,-0.25280210284003896,-1.3804489368100856,-1.38043632663577
SAMV71_A2P_HIGH_Dec_16_21-13-51.csv
,Time (ms),V_s1 (µV),V_b1 (mV),I_s1 (µA),P_1 (mW),V_s2 (µV),V_b2 (mV),I_s2 (µA),P_2 (mW)
min,14.0,330.0,4984.0,3300.0,16.4604,0.0,4984.0,0.0,0.0
max,566733.0,570.0,4996.0,5700.0,28.4316,490.0,5000.0,4900.0,24.4412
mean,,391.77704907694977,4989.154451293532,3917.7704907694974,19.54636565086472,268.96233702763635,4991.08417020069,2689.6233702763634,13.422223234695972
median,,390.0,4988.0,3900.0,19.4688,410.0,4992.0,4100.0,20.4672
std,,16.22359289881644,2.013441512333878,162.2359289881644,0.8095449984140466,207.22333825854554,2.172091680528048,2072.2333825854557,10.341220624719824
var,,263.20496654652726,4.053946723589333,26320.496654652725,0.6553631044571987,42941.51191901558,4.71798226861916,4294151.19190156,106.94084400913066
skew,,-0.01004980315160784,0.5353736050273331,-0.0100498031516035,-0.009996566654431886,-0.5183721413928197,-0.13317097442985695,-0.5183721413928195,-0.5183694441959662
SAMV71_A2P_MANUAL_HIGH_Dec_16_21-36-57.csv
,Time (ms),V_s1 (µV),V_b1 (mV),I_s1 (µA),P_1 (mW),V_s2 (µV),V_b2 (mV),I_s2 (µA),P_2 (mW)
min,17.0,330.0,4984.0,3300.0,16.4472,0.0,4984.0,0.0,0.0
max,522535.0,460.0,4996.0,4600.0,22.9448,580.0,5000.0,5800.0,28.9536
mean,,391.89137423900405,4989.653533073398,3918.91374239004,19.554023996169374,34.23079554005062,4992.117860318764,342.3079554005062,1.7082801833230725
median,,390.0,4988.0,3900.0,19.4688,0.0,4992.0,0.0,0.0
std,,16.185655459497056,2.0970737570047095,161.85655459497056,0.8077075242523084,115.42850635823112,1.8913981684922117,1154.285063582311,5.760407937425893
var,,261.9754426535469,4.397718342317847,26197.54426535469,0.6523914447337934,13323.7400800922,3.577387031775693,1332374.00800922,33.18229960555924
skew,,-0.05170454385453916,0.36484353263217106,-0.05170454385453282,-0.051277119547421084,3.136099718657357,0.08376089999373183,3.1360997186573574,3.1360964743289212
SAMV71_A2P_MANUAL_HIGH_Dec_16_22-25-18.csv
,Time (ms),V_s1 (µV),V_b1 (mV),I_s1 (µA),P_1 (mW),V_s2 (µV),V_b2 (mV),I_s2 (µA),P_2 (mW)
min,16.0,340.0,4984.0,3400.0,16.9592,0.0,4984.0,0.0,0.0
max,591428.0,590.0,4996.0,5900.0,29.4292,610.0,4996.0,6100.0,30.4268
mean,,390.9913376795847,4989.257455028372,3909.913376795847,19.507567493661718,204.6858022455632,4991.393577206326,2046.858022455632,10.214534027526259
median,,390.0,4988.0,3900.0,19.4688,0.0,4992.0,0.0,0.0
std,,16.193998345651643,2.0490632360716177,161.93998345651642,0.8080691205009982,213.2886523801819,2.176297478763185,2132.8865238018193,10.643841279640931
var,,262.2455824189681,4.198660145420289,26224.55824189681,0.6529757035072568,45492.049234154074,4.7362707160709965,4549204.923415409,113.29135718618829
skew,,0.03577318770172507,0.47999652820865885,0.035773187701729256,0.03540013866863085,0.09184905319770495,-0.11693346929908988,0.09184905319770499,0.09184998282584088
SAMV71_A2S_HIGH_Dec_16_22-40-04.csv
,Time (ms),V_s1 (µV),V_b1 (mV),I_s1 (µA),P_1 (mW),V_s2 (µV),V_b2 (mV),I_s2 (µA),P_2 (mW)
min,17.0,330.0,4984.0,3300.0,16.4604,360.0,4984.0,3600.0,17.9712
max,602774.0,570.0,4996.0,5700.0,28.4316,630.0,4996.0,6300.0,31.4244
mean,,391.387843961968,4988.662776576523,3913.8784396196797,19.525019140428306,427.9406711886496,4990.25099967418,4279.406711886496,21.355318485826842
median,,390.0,4988.0,3900.0,19.4532,420.0,4992.0,4200.0,20.9664
std,,16.323148658451778,1.8388902079335983,163.23148658451782,0.8143294392916702,17.215981437768612,2.064502637362074,172.1598143776861,0.8592890380373875
var,,266.4451821259161,3.3815171968340723,26644.518212591618,0.663132435697086,296.39001686559334,4.262171139674959,29639.00168655934,0.7383776508912188
skew,,0.06915550666861152,0.6459256555842675,0.06915550666861146,0.06954835928558568,0.20445498126125874,-0.12058618207085818,0.20445498126126255,0.2044803948835435
SAMV71_A2_HIGH_Dec_16_19-30-48.csv
,Time (ms),V_s1 (µV),V_b1 (mV),I_s1 (µA),P_1 (mW),V_s2 (µV),V_b2 (mV),I_s2 (µA),P_2 (mW)
min,15.0,330.0,4984.0,3300.0,16.4604,360.0,4984.0,3600.0,17.9568
max,667998.0,580.0,4996.0,5800.0,28.9304,600.0,4996.0,6000.0,29.952
mean,,391.67110278873804,4988.545067879355,3916.7110278873806,19.538690954323545,426.3256871530796,4990.151594997659,4263.256871530796,21.274297246037584
median,,390.0,4988.0,3900.0,19.4688,420.0,4992.0,4200.0,20.9664
std,,16.3605958834525,1.7997623245483652,163.605958834525,0.8162227130891012,17.167755134352632,2.068324352980788,171.67755134352632,0.8567231887336136
var,,267.66909766164287,3.239144424863735,26766.90976616429,0.6662195173625333,294.7318163530912,4.277965629133396,29473.181635309116,0.733974622113891
skew,,0.025585562466654017,0.6116499428964658,0.025585562466649947,0.025711834016865488,0.21915059503825154,-0.05509496835005401,0.21915059503825354,0.21926472405080732
SAMV71_A2_LOW_Dec_16_19-44-26.csv
,Time (ms),V_s1 (µV),V_b1 (mV),I_s1 (µA),P_1 (mW),V_s2 (µV),V_b2 (mV),I_s2 (µA),P_2 (mW)
min,16.0,120.0,4984.0,1200.0,5.9856,160.0,4984.0,1600.0,7.9808
max,610535.0,430.0,4996.0,4300.0,21.4656,290.0,4996.0,2900.0,14.4768
mean,,176.49475933950112,4990.186263028458,1764.9475933950112,8.807414176133037,218.9981262442909,4991.887808876918,2189.981262442909,10.932141849162667
median,,180.0,4992.0,1800.0,8.9784,220.0,4992.0,2200.0,10.9824
std,,14.878588695600754,2.1436939409624878,148.78588695600754,0.7424015460811746,14.050036249623416,1.7857131517741636,140.50036249623417,0.7013908900169405
var,,221.37240157285854,4.595423712519281,22137.240157285854,0.5511600556237184,197.40351861573203,3.1887714604192166,19740.351861573203,0.4919491805987559
skew,,2.8444184083259723,0.09534594011739554,2.8444184083259736,2.8407786663923744,0.0003113840896570722,-0.13145676464405698,0.0003113840896509504,0.0004111842174302677
SAMV71_A3P_MANUAL_HIGH_Dec_16_21-49-37.csv
,Time (ms),V_s1 (µV),V_b1 (mV),I_s1 (µA),P_1 (mW),V_s2 (µV),V_b2 (mV),I_s2 (µA),P_2 (mW)
min,15.0,340.0,4984.0,3400.0,16.9592,0.0,4984.0,0.0,0.0
max,679266.0,560.0,4996.0,5600.0,27.9328,600.0,4996.0,6000.0,29.928
mean,,392.1349467315533,4989.423859003025,3921.3494673155333,19.565276091016706,132.5981849270025,4991.655293962909,1325.981849270025,6.617038542680522
median,,390.0,4988.0,3900.0,19.4688,0.0,4992.0,0.0,0.0
std,,16.17294284006597,2.0815134660725345,161.7294284006597,0.8070129988098335,196.99532945687452,2.0928667116849917,1969.9532945687452,9.830619651963978
var,,261.56408010804114,4.332698309441296,26156.40801080412,0.6512699802480403,38807.15982782253,4.38009107287915,3880715.9827822535,96.64108274158038
skew,,-0.006048937707435367,0.4383974092580365,-0.006048937707435448,-0.006153854172711118,0.8311622803488865,-0.1300753944015723,0.8311622803488864,0.8311595147485095
SAMV71_A3P_MANUAL_LOW_Dec_16_22-08-37.csv
,Time (ms),V_s1 (µV),V_b1 (mV),I_s1 (µA),P_1 (mW),V_s2 (µV),V_b2 (mV),I_s2 (µA),P_2 (mW)
min,14.0,0.0,4984.0,0.0,0.0,0.0,4984.0,0.0,0.0
max,841880.0,430.0,4996.0,4300.0,21.4656,470.0,5000.0,4700.0,23.4624
mean,,176.21628787477064,4990.562535130606,1762.1628787477066,8.79417722582219,69.31923513378796,4992.61333531302,693.1923513378796,3.4602133777348847
median,,180.0,4992.0,1800.0,8.9784,0.0,4992.0,0.0,0.0
std,,17.635791969605002,2.17194388600478,176.35791969605003,0.879959571239474,104.08375858703396,2.0212089791454986,1040.8375858703396,5.195529962568826
var,,311.0211583951842,4.717340243953544,31102.11583951843,0.7743288470159588,10833.428801603965,4.085285737378388,1083342.8801603965,26.993531591950426
skew,,3.3213267760161487,-0.04928539102089981,3.321326776016145,3.3149854515605037,0.9270888335315797,0.2541312720625202,0.9270888335315799,0.9270363263632765
SAMV71_A3_HIGH_Dec_16_19-58-57.csv
,Time (ms),V_s1 (µV),V_b1 (mV),I_s1 (µA),P_1 (mW),V_s2 (µV),V_b2 (mV),I_s2 (µA),P_2 (mW)
min,13.0,330.0,4984.0,3300.0,16.4604,360.0,4984.0,3600.0,17.9712
max,607971.0,590.0,4996.0,5900.0,29.4528,610.0,4996.0,6100.0,30.4268
mean,,391.0689533654411,4988.543110536826,3910.6895336544108,19.508642893222135,426.18877011629274,4990.123282039234,4261.887701162927,21.267341982849757
median,,390.0,4988.0,3900.0,19.4532,420.0,4992.0,4200.0,20.9664
std,,16.36118447019065,1.8114888003642717,163.6118447019065,0.8162062117201244,17.093540958376767,2.0661886020153117,170.9354095837677,0.8529580052232345
var,,267.68835726760767,3.2814916738451885,26768.835726760768,0.6661925800505166,292.1891424957042,4.269135339097989,29218.914249570418,0.7275373586743994
skew,,0.02681045316545151,0.5895568884862009,0.026810453165451494,0.02694435788566303,0.19868287777986865,-0.03860945837599852,0.19868287777986862,0.19869480959734134
SAMV71_A3_LOW_Dec_16_20-10-23.csv
,Time (ms),V_s1 (µV),V_b1 (mV),I_s1 (µA),P_1 (mW),V_s2 (µV),V_b2 (mV),I_s2 (µA),P_2 (mW)
min,12.0,120.0,4984.0,1200.0,5.9856,160.0,4984.0,1600.0,7.9872
max,1194920.0,430.0,4996.0,4300.0,21.4484,470.0,5000.0,4700.0,23.4624
mean,,176.51647612642904,4990.244549054771,1765.1647612642905,8.808600821938281,218.86475379212433,4991.9512814765,2188.6475379212434,10.925618504072332
median,,180.0,4992.0,1800.0,8.9784,220.0,4992.0,2200.0,10.9824
std,,15.939396929118407,2.141007308502013,159.39396929118405,0.7953366889402269,15.200090915933977,1.7948042785177436,152.00090915933978,0.758713884394685
var,,254.06437446398934,4.583912295059034,25406.437446398926,0.6325604487744032,231.04276385265862,3.221322398185598,23104.276385265865,0.5756467583732714
skew,,3.4886766446495447,0.05226972628205626,3.488676644649543,3.484716029856787,2.034615440891087,-0.05585329868966971,2.0346154408910855,2.0319075638405892
SAMV71_A4_HIGH_Dec_16_20-35-09.csv
,Time (ms),V_s1 (µV),V_b1 (mV),I_s1 (µA),P_1 (mW),V_s2 (µV),V_b2 (mV),I_s2 (µA),P_2 (mW)
min,15.0,330.0,4984.0,3300.0,16.4604,360.0,4984.0,3600.0,17.9568
max,745343.0,560.0,4996.0,5600.0,27.9328,580.0,4996.0,5800.0,28.9304
mean,,391.8813459763363,4988.5264987592755,3918.8134597633634,19.54910485141275,425.9980340210264,4990.160610892003,4259.980340210263,21.2579867751951
median,,390.0,4988.0,3900.0,19.4688,420.0,4992.0,4200.0,20.9664
std,,16.41294622513081,1.7991801610376759,164.12946225130807,0.818796609550323,17.01289318663408,2.068442581566786,170.12893186634076,0.8490322885390349
var,,269.38480378903574,3.2370492518715572,26938.48037890356,0.670427887811104,289.43853457982027,4.27845471323867,28943.85345798202,0.720855826981831
skew,,0.00118293290171824,0.5814297129731983,0.0011829329017141253,0.0012433029871909199,0.17085496689971005,-0.057565970722646215,0.17085496689972027,0.17073333401140167
SAMV71_A4_LOW_Dec_16_20-55-54.csv
,Time (ms),V_s1 (µV),V_b1 (mV),I_s1 (µA),P_1 (mW),V_s2 (µV),V_b2 (mV),I_s2 (µA),P_2 (mW)
min,14.0,120.0,4984.0,1200.0,5.9856,160.0,4984.0,1600.0,7.9872
max,793317.0,440.0,4996.0,4400.0,21.9472,470.0,5000.0,4700.0,23.4624
mean,,176.54869551491646,4990.221255101811,1765.4869551491645,8.81016467404785,218.94558820213317,4991.949353958554,2189.455882021332,10.929649275035517
median,,180.0,4992.0,1800.0,8.9784,220.0,4992.0,2200.0,10.9824
std,,15.869743224249728,2.146564188040853,158.69743224249726,0.7917999757022398,14.913031686174758,1.7859366215903456,149.1303168617476,0.7443776710176595
var,,251.84875000362013,4.607737813379485,25184.87500036201,0.6269472015220675,222.39851407285235,3.1895696163375375,22239.851407285234,0.5540981171096749
skew,,4.116867631075689,0.07288394666735375,4.11686763107569,4.111382098906501,1.3163005300414297,-0.05792034106814929,1.316300530041425,1.3131268817872528
