984000,
5971300,Vs1(uV),180,Vb1(mV),4988,Vs2(uV),230,Vb2(mV),4992
10959400,Vs1(uV),150,Vb1(mV),4988,Vs2(uV),210,Vb2(mV),4988
14949800,Vs1(uV),180,Vb1(mV),4992,Vs2(uV),220,Vb2(mV),4992
18936400,Vs1(uV),180,Vb1(mV),4992,Vs2(uV),220,Vb2(mV),4992
23921300,Vs1(uV),200,Vb1(mV),4992,Vs2(uV),250,Vb2(mV),4996
27914300,Vs1(uV),160,Vb1(mV),4992,Vs2(uV),210,Vb2(mV),4992
32903500,Vs1(uV),180,Vb1(mV),4988,Vs2(uV),200,Vb2(mV),4992
36889600,Vs1(uV),140,Vb1(mV),4988,Vs2(uV),200,Vb2(mV),4988
41877500,Vs1(uV),160,Vb1(mV),4992,Vs2(uV),210,Vb2(mV),4992
45867500,Vs1(uV),190,Vb1(mV),4992,Vs2(uV),200,Vb2(mV),4992
50855800,Vs1(uV),170,Vb1(mV),4992,Vs2(uV),230,Vb2(mV),4992
54840400,Vs1(uV),180,Vb1(mV),4988,Vs2(uV),240,Vb2(mV),4992
59827800,Vs1(uV),180,Vb1(mV),4988,Vs2(uV),230,Vb2(mV),4992
63817500,Vs1(uV),180,Vb1(mV),4988,Vs2(uV),210,Vb2(mV),4992
68803900,Vs1(uV),190,Vb1(mV),4988,Vs2(uV),210,Vb2(mV),4992
72792400,Vs1(uV),180,Vb1(mV),4988,Vs2(uV),210,Vb2(mV),4992
77780300,Vs1(uV),200,Vb1(mV),4988,Vs2(uV),210,Vb2(mV),4992
81770200,Vs1(uV),150,Vb1(mV),4992,Vs2(uV),230,Vb2(mV),4988
85758100,Vs1(uV),190,Vb1(mV),4988,Vs2(uV),240,Vb2(mV),4992
90743600,Vs1(uV),160,Vb1(mV),4988,Vs2(uV),220,Vb2(mV),4988
94735300,Vs1(uV),160,Vb1(mV),4988,Vs2(uV),210,Vb2(mV),4988
99721500,Vs1(uV),180,Vb1(mV),4988,Vs2(uV),250,Vb2(mV),4992
103709700,Vs1(uV),200,Vb1(mV),4992,Vs2(uV),230,Vb2(mV),4992
107698800,Vs1(uV),190,Vb1(mV),4992,Vs2(uV),220,Vb2(mV),4992
112709800,Vs1(uV),170,Vb1(mV),4988,Vs2(uV),250,Vb2(mV),4992
117672200,Vs1(uV),190,Vb1(mV),4988,Vs2(uV),230,Vb2(mV),4992
121661000,Vs1(uV),200,Vb1(mV),4988,Vs2(uV),230,Vb2(mV),4996
126648700,Vs1(uV),180,Vb1(mV),4992,Vs2(uV),210,Vb2(mV),4992
130638800,Vs1(uV),180,Vb1(mV),4988,Vs2(uV),230,Vb2(mV),4992
134626500,Vs1(uV),190,Vb1(mV),4992,Vs2(uV),220,Vb2(mV),4988
139613500,Vs1(uV),160,Vb1(mV),4988,Vs2(uV),220,Vb2(mV),4992
143602800,Vs1(uV),190,Vb1(mV),4992,Vs2(uV),240,Vb2(mV),4992
148593700,Vs1(uV),180,Vb1(mV),4988,Vs2(uV),220,Vb2(mV),4996
152578900,Vs1(uV),180,Vb1(mV),4988,Vs2(uV),240,Vb2(mV),4992
157566400,Vs1(uV),180,Vb1(mV),4996,Vs2(uV),220,Vb2(mV),4992
161557100,Vs1(uV),160,Vb1(mV),4992,Vs2(uV),210,Vb2(mV),4992
165545000,Vs1(uV),170,Vb1(mV),4988,Vs2(uV),220,Vb2(mV),4992
170530900,Vs1(uV),160,Vb1(mV),4992,Vs2(uV),230,Vb2(mV),4988
174520500,Vs1(uV),150,Vb1(mV),4992,Vs2(uV),230,Vb2(mV),4992
179509100,Vs1(uV),190,Vb1(mV),4992,Vs2(uV),200,Vb2(mV),4988
183497100,Vs1(uV),190,Vb1(mV),4988,Vs2(uV),230,Vb2(mV),4992
188483200,Vs1(uV),170,Vb1(mV),4992,Vs2(uV),230,Vb2(mV),4988
192472000,Vs1(uV),170,Vb1(mV),4992,Vs2(uV),210,Vb2(mV),4992
197463400,Vs1(uV),200,Vb1(mV),4992,Vs2(uV),200,Vb2(mV),4988
201448700,Vs1(uV),170,Vb1(mV),4992,Vs2(uV),210,Vb2(mV),4988
206435100,Vs1(uV),190,Vb1(mV),4988,Vs2(uV),220,Vb2(mV),4992
210426200,Vs1(uV),170,Vb1(mV),4988,Vs2(uV),220,Vb2(mV),4992
214415900,Vs1(uV),170,Vb1(mV),4992,Vs2(uV),190,Vb2(mV),4988
219400700,Vs1(uV),170,Vb1(mV),4992,Vs2(uV),220,Vb2(mV),4988
223389700,Vs1(uV),160,Vb1(mV),4992,Vs2(uV),220,Vb2(mV),4992
228379500,Vs1(uV),180,Vb1(mV),4988,Vs2(uV),210,Vb2(mV),4992
232367900,Vs1(uV),170,Vb1(mV),4988,Vs2(uV),240,Vb2(mV),4992
237352100,Vs1(uV),170,Vb1(mV),4992,Vs2(uV),220,Vb2(mV),4992
241341700,Vs1(uV),150,Vb1(mV),4988,Vs2(uV),220,Vb2(mV),4988
246330400,Vs1(uV),170,Vb1(mV),4992,Vs2(uV),240,Vb2(mV),4992
