995.7,0,,,,,,,,,,,,,,,,,,,
1992.1,2,85,87211,69686,0,,,,,,,,,,,,,,,
2988.7,1,82,87738,74752,0,,,,,,,,,,,,,,,
2988.7,2,85,87188,69679,0,,,,,,,,,,,,,,,
3987.6,1,82,87745,74768,0,,,,,,,,,,,,,,,
4984.8,45,74768,0,,,,,,,,,,,,,,,,,
5991.2,2,85,87211,69686,0,,,,,,,,,,,,,,,
6979.7,1,82,87738,74752,0,,,,,,,,,,,,,,,
7978.8,2,85,87188,69679,0,,,,,,,,,,,,,,,
8972.6,1,82,87745,74768,0,,,,,,,,,,,,,,,
2628994.3, ---------------------,,,,,,,,,,,,,,,,,,,
2633456, SENSOR 2
2634454.1, window_factor 7.63
2635450.6, sensitivity: high
3158061.7, target (90000) ,85937.5
3159069.5, threshold (50000) ,46875
3160048.2,
3432354.5, SENSOR 1
3433317.3, window_factor 7.63
3434329.5, sensitivity: high
3956943.7, target (90000) ,85937.5
3960286.8, threshold (50000) ,46875
3961113.4,
4235406.1, Sensor, Temp , F_sens , F_ref, Rech_Count,,,,,,,,,,,,,,,
4239607.5,1,82,87661,74775,0,,,,,,,,,,,,,,,
4240596.2,2,85,87234,69694,0,,,,,,,,,,,,,,,
4467966.8,2,85,87265,69694,0,,,,,,,,,,,,,,,
4484830.2,1,82,87692,74768,0,,,,,,,,,,,,,,,
4734597,2,85,87242,69694,0,,,,,,,,,,,,,,,
4746601.9,1,82,87722,74752,0,,,,,,,,,,,,,,,
4996518.2,2,85,87249,69717,0,,,,,,,,,,,,,,,
5008487.4,1,82,87722,74752,0,,,,,,,,,,,,,,,
5258949.1,2,85,87219,69702,0,,,,,,,,,,,,,,,
5270947.8,1,82,87760,74783,0,,,,,,,,,,,,,,,
5521251.8,2,85,87234,69686,0,,,,,,,,,,,,,,,
5533220,1,82,87738,74760,0,,,,,,,,,,,,,,,
5782552.6,2,85,87188,69709,0,,,,,,,,,,,,,,,
5795518,1,82,87722,74752,0,,,,,,,,,,,,,,,
6044851.8,2,85,87203,69679,0,,,,,,,,,,,,,,,
6060809,1,82,87722,74760,0,,,,,,,,,,,,,,,
6307150.6,2,85,87219,69694,0,,,,,,,,,,,,,,,
6324113.6,1,82,87722,74760,0,,,,,,,,,,,,,,,
6569449.2,2,85,87188,69709,0,,,,,,,,,,,,,,,
6585747.6,1,82,87722,74752,0,,,,,,,,,,,,,,,
6834895.2,2,85,87226,69679,0,,,,,,,,,,,,,,,
6847891.2,1,82,87707,74745,0,,,,,,,,,,,,,,,
7097196.4,2,85,87211,69679,0,,,,,,,,,,,,,,,
7110162,1,82,87707,74745,0,,,,,,,,,,,,,,,
7359495.6,2,85,87188,69679,0,,,,,,,,,,,,,,,
7372461.8,1,82,87722,74760,0,,,,,,,,,,,,,,,
7621797.1,2,85,87181,69664,0,,,,,,,,,,,,,,,
7634759.4,1,82,87707,74745,0,,,,,,,,,,,,,,,
7883763.9,2,85,87188,69679,0,,,,,,,,,,,,,,,
7896732.2,1,82,87699,74745,0,,,,,,,,,,,,,,,
8146063.5,2,85,87196,69686,0,,,,,,,,,,,,,,,
8162022.7,1,82,87715,74729,0,,,,,,,,,,,,,,,
8408375,2,85,87196,69671,0,,,,,,,,,,,,,,,
8425313,1,82,87715,74745,0,,,,,,,,,,,,,,,
8670655.4,2,85,87219,69664,0,,,,,,,,,,,,,,,
8686854.7,1,82,87692,74737,0,,,,,,,,,,,,,,,
8936252.4,2,85,87211,69679,0,,,,,,,,,,,,,,,
8949217.8,1,82,87692,74737,0,,,,,,,,,,,,,,,
9198488.8,2,85,87211,69671,0,,,,,,,,,,,,,,,
9211451.6,1,82,87730,74729,0,,,,,,,,,,,,,,,
9460787.7,2,85,87158,69656,0,,,,,,,,,,,,,,,
9473749.4,1,82,87692,74760,0,,,,,,,,,,,,,,,
9723082.9,2,85,87196,69679,0,,,,,,,,,,,,,,,
9735049.7,1,82,87707,74752,0,,,,,,,,,,,,,,,
9985381.7,2,85,87188,69671,0,,,,,,,,,,,,,,,
10001337.7,1,82,87707,74745,0,,,,,,,,,,,,,,,
10247680.6,2,85,87242,69671,0,,,,,,,,,,,,,,,
10263638.7,1,82,87707,74745,0,,,,,,,,,,,,,,,
10510980.9,2,85,87188,69686,0,,,,,,,,,,,,,,,
10525937.6,1,82,87753,74737,0,,,,,,,,,,,,,,,
10771279.9,2,85,87211,69694,0,,,,,,,,,,,,,,,
10788016.5,1,82,87699,74745,0,,,,,,,,,,,,,,,
11034360.8,2,85,87226,69671,0,,,,,,,,,,,,,,,
11050317.1,1,82,87699,74752,0,,,,,,,,,,,,,,,
11299469.3,2,85,87196,69656,0,,,,,,,,,,,,,,,
11312439.1,1,82,87722,74768,0,,,,,,,,,,,,,,,
11561771.6,2,85,87265,69656,0,,,,,,,,,,,,,,,
11574734.8,1,82,87722,74760,0,,,,,,,,,,,,,,,
11824014.4,2,85,87203,69671,0,,,,,,,,,,,,,,,
11836010.1,1,82,87715,74768,0,,,,,,,,,,,,,,,
12086412.9,2,85,87196,69671,0,,,,,,,,,,,,,,,
12102407.1,1,82,87699,74760,0,,,,,,,,,,,,,,,
12348399.5,2,85,87211,69686,0,,,,,,,,,,,,,,,
