0.0 , , 170532 , 0
995.2 , 24 , 0
1995.4 , 2 , 82 , 169799 , 170928 , 0
2989.6 , 1 , 79 , 178062 , 170524 , 0
3987.7 , 2 , 82 , 169799 , 170921 , 0
5981.4 , 1 , 79 , 178054 , 170532 , 0
5981.4 , 24 , 0
7979.2 , 2 , 82 , 169799 , 170928 , 0
8974.7 , 1 , 79 , 178062 , 170524 , 0
10104.6 , 2 , 82 , 169799 , 170921 , 0
12102.8 , 1 , 79 , 178054 , 170532 , 0
2630029.2 , ---------------------
2630986.3 , SENSOR 2
2631985.1 , window_factor 7.63
2632982.9 , sensitivity: low
3155383.7 , target (180000) , 179687.50
3156398.9 , threshold (140000) , 132812.50
3157043.1 , 
3428552.4 , SENSOR 1
3432701.2 , window_factor 7.63
3434663.4 , sensitivity: low
3957837.4 , target (180000) , 179687.50
3959862.5 , threshold (140000) , 132812.50
3959862.5 , 
4236765.4 , Sensor, Temp , F_sens , F_ref, Rech_Count
4238091.2 , 1 , 79 , 178009 , 170509 , 0
4239089.0 , 2 , 82 , 169807 , 170928 , 0
4469529.3 , 2 , 82 , 169868 , 170928 , 0
4481533.8 , 1 , 79 , 178070 , 170516 , 0
4731829.6 , 2 , 82 , 169807 , 170928 , 0
4743802.8 , 1 , 79 , 178031 , 170516 , 0
4993817.6 , 2 , 82 , 169807 , 170936 , 0
5012769.3 , 1 , 79 , 178039 , 170516 , 0
5256176.7 , 2 , 82 , 169815 , 170936 , 0
5272270.6 , 1 , 79 , 178054 , 170516 , 0
5518440.3 , 2 , 82 , 169761 , 170936 , 0
5534535.0 , 1 , 79 , 178054 , 170524 , 0
5779637.6 , 2 , 82 , 169746 , 170928 , 0
5797076.5 , 1 , 79 , 178039 , 170524 , 0
6041847.1 , 2 , 82 , 169769 , 170928 , 0
6061798.1 , 1 , 79 , 178031 , 170524 , 0
6308128.4 , 2 , 82 , 169746 , 170928 , 0
6320778.2 , 1 , 79 , 178070 , 170524 , 0
6570084.6 , 2 , 82 , 169761 , 170928 , 0
6583029.5 , 1 , 79 , 178054 , 170524 , 0
6832779.1 , 2 , 82 , 169754 , 170928 , 0
6844777.4 , 1 , 79 , 178054 , 170524 , 0
7094960.2 , 2 , 82 , 169792 , 170928 , 0
7106962.5 , 1 , 79 , 178031 , 170524 , 0
7356992.8 , 2 , 82 , 169776 , 170921 , 0
7373380.5 , 1 , 79 , 178031 , 170524 , 0
7619184.4 , 2 , 82 , 169799 , 170921 , 0
7634814.3 , 1 , 79 , 178039 , 170516 , 0
7881169.2 , 2 , 82 , 169807 , 170928 , 0
7897551.5 , 1 , 79 , 178054 , 170516 , 0
8142924.7 , 2 , 82 , 169769 , 170921 , 0
8159693.3 , 1 , 79 , 178070 , 170524 , 0
8405364.4 , 2 , 82 , 169769 , 170928 , 0
8421531.4 , 1 , 79 , 178054 , 170516 , 0
8671676.9 , 2 , 82 , 169769 , 170921 , 0
8683675.8 , 1 , 79 , 178062 , 170524 , 0
8933858.0 , 2 , 82 , 169746 , 170921 , 0
8945830.3 , 1 , 79 , 178085 , 170524 , 0
9196495.7 , 2 , 82 , 169784 , 170921 , 0
9208425.0 , 1 , 79 , 178054 , 170524 , 0
9458275.1 , 2 , 82 , 169792 , 170921 , 0
9470442.8 , 1 , 79 , 178047 , 170524 , 0
9720686.9 , 2 , 82 , 169754 , 170921 , 0
9736601.1 , 1 , 79 , 178077 , 170516 , 0
9981900.2 , 2 , 82 , 169784 , 170921 , 0
9998841.8 , 1 , 79 , 178047 , 170524 , 0
10244216.2 , 2 , 82 , 169784 , 170913 , 0
10260918.6 , 1 , 79 , 178054 , 170524 , 0
10506161.5 , 2 , 82 , 169868 , 170921 , 0
10523390.6 , 1 , 79 , 178085 , 170532 , 0
10772760.6 , 2 , 82 , 169769 , 170921 , 0
10784759.2 , 1 , 79 , 178054 , 170516 , 0
10980860.8 , STANDBY 2
11046859.0 , 1 , 79 , 178054 , 170524 , 0
11309256.2 , 1 , 79 , 178047 , 170532 , 0
11571978.0 , 1 , 79 , 178070 , 170532 , 0
11837720.7 , 1 , 79 , 178085 , 170532 , 0
12099909.5 , 1 , 79 , 178070 , 170539 , 0
12363243.2 , 1 , 79 , 178062 , 170532 , 0
12623747.2 , 1 , 79 , 178092 , 170532 , 0
12886255.0 , 1 , 79 , 178062 , 170532 , 0
13148646.1 , 1 , 79 , 178062 , 170532 , 0
13225947.3 , ON 2
13229964.6 , 2 , 0 , 0 , 0 , 0
13410496.5 , 1 , 79 , 178070 , 170524 , 0
13672758.9 , 1 , 79 , 178062 , 170516 , 0
13938776.3 , 1 , 79 , 178039 , 170509 , 0
14201092.6 , 1 , 79 , 178039 , 170516 , 0
14463216.7 , 1 , 79 , 178039 , 170516 , 0
14725350.5 , 1 , 79 , 178039 , 170516 , 0
14987686.6 , 1 , 79 , 178039 , 170516 , 0
15248959.2 , 1 , 79 , 178009 , 170524 , 0
15326777.2 , 2 , 82 , 534187 , 562759 , 0
15511320.9 , 1 , 79 , 178062 , 170524 , 0
15773759.6 , 1 , 79 , 178024 , 170516 , 0
16035758.0 , 1 , 79 , 178161 , 170524 , 0
16302133.1 , 1 , 79 , 178123 , 170516 , 0
16563969.4 , 1 , 79 , 178039 , 170509 , 0
16826843.0 , 1 , 79 , 178009 , 170524 , 0
17088156.0 , 1 , 79 , 178039 , 170516 , 0
17350425.3 , 1 , 79 , 178039 , 170516 , 0
17428146.4 , 2 , 82 , 533874 , 562789 , 0
17613622.3 , 1 , 79 , 178016 , 170516 , 0
17874696.7 , 1 , 79 , 178047 , 170524 , 0
18137009.8 , 1 , 79 , 178062 , 170524 , 0
18403224.7 , 1 , 79 , 178031 , 170524 , 0
18665422.0 , 1 , 79 , 178039 , 170524 , 0
18927575.9 , 1 , 79 , 178169 , 170524 , 0
19189914.2 , 1 , 79 , 178054 , 170532 , 0
19451246.3 , 1 , 79 , 178062 , 170524 , 0
19529266.3 , 2 , 82 , 534019 , 562927 , 0
19713776.5 , 1 , 79 , 178047 , 170524 , 0
19976118.3 , 1 , 79 , 178047 , 170524 , 0
20238372.8 , 1 , 79 , 178062 , 170532 , 0
20504241.0 , 1 , 79 , 178039 , 170524 , 0
20766751.9 , 1 , 79 , 178039 , 170524 , 0
21028702.8 , 1 , 79 , 178062 , 170516 , 0
21290828.3 , 1 , 79 , 178031 , 170516 , 0
21553452.6 , 1 , 79 , 178047 , 170516 , 0
21626448.2 , 2 , 82 , 533782 , 562828 , 0
21815452.4 , 1 , 79 , 178047 , 170516 , 0
22077344.2 , 1 , 79 , 178039 , 170516 , 0
22339437.1 , 1 , 79 , 178039 , 170516 , 0
22601778.9 , 1 , 79 , 178039 , 170516 , 0
22867559.2 , 1 , 79 , 178070 , 170524 , 0
23130056.9 , 1 , 79 , 178047 , 170516 , 0
23392088.1 , 1 , 79 , 178062 , 170516 , 0
23654046.3 , 1 , 79 , 178031 , 170509 , 0
23727683.6 , 2 , 82 , 533607 , 562690 , 0
23916183.9 , 1 , 79 , 178153 , 170524 , 0
24178568.3 , 1 , 79 , 178031 , 170524 , 0
24440440.7 , 1 , 79 , 178039 , 170516 , 0
24702463.5 , 1 , 79 , 178039 , 170524 , 0
24968686.6 , 1 , 79 , 178070 , 170516 , 0
25230818.0 , 1 , 79 , 178016 , 170524 , 0
25493061.4 , 1 , 79 , 178153 , 170524 , 0
25755195.3 , 1 , 79 , 178070 , 170524 , 0
25824505.1 , 2 , 82 , 533393 , 562675 , 0
26016967.1 , 1 , 79 , 178153 , 170516 , 0
26279260.1 , 1 , 79 , 178039 , 170509 , 0
26541612.5 , 1 , 79 , 178031 , 170516 , 0
26803398.9 , 1 , 79 , 178070 , 170516 , 0
27069811.1 , 1 , 79 , 178039 , 170516 , 0
27331947.6 , 1 , 79 , 178153 , 170524 , 0
27594190.0 , 1 , 79 , 178070 , 170524 , 0
27856810.2 , 1 , 79 , 178039 , 170524 , 0
27925891.8 , 2 , 82 , 533416 , 562660 , 0
28118291.7 , 1 , 79 , 178138 , 170524 , 0
28380575.3 , 1 , 79 , 178039 , 170524 , 0
28642846.6 , 1 , 79 , 178031 , 170524 , 0
28904841.5 , 1 , 79 , 178031 , 170524 , 0
29170862.4 , 1 , 79 , 178070 , 170524 , 0
29433039.5 , 1 , 79 , 178039 , 170516 , 0
29694754.4 , 1 , 79 , 178070 , 170524 , 0
29957507.4 , 1 , 79 , 178039 , 170516 , 0
30023343.6 , 2 , 82 , 533401 , 562881 , 0
30219446.9 , 1 , 79 , 178047 , 170524 , 0
30481084.0 , 1 , 79 , 178161 , 170516 , 0
30743466.0 , 1 , 79 , 178062 , 170516 , 0
31005380.3 , 1 , 79 , 178047 , 170524 , 0
31268453.1 , 1 , 79 , 178039 , 170524 , 0
31534165.8 , 1 , 79 , 178047 , 170516 , 0
31796448.0 , 1 , 79 , 178039 , 170524 , 0
32058427.3 , 1 , 79 , 178153 , 170509 , 0
32124403.1 , 2 , 82 , 533470 , 562774 , 0
32320751.2 , 1 , 79 , 178047 , 170524 , 0
32582855.1 , 1 , 79 , 178070 , 170524 , 0
32845183.5 , 1 , 79 , 178047 , 170524 , 0
33106788.8 , 1 , 79 , 178070 , 170516 , 0
33369387.6 , 1 , 79 , 178047 , 170516 , 0
33635336.0 , 1 , 79 , 178070 , 170516 , 0
33897209.3 , 1 , 79 , 178161 , 170516 , 0
34159556.4 , 1 , 79 , 178062 , 170516 , 0
34221399.1 , 2 , 82 , 533470 , 562530 , 0
34421805.1 , 1 , 79 , 178054 , 170524 , 0
34684134.4 , 1 , 79 , 178039 , 170516 , 0
34900555.1 , RESET: SENSOR 2
34901541.7 , window_factor 7.63
34902523.7 , sensitivity: low
35425759.0 , target (180000) , 179687.50
35426729.7 , threshold (140000) , 132812.50
35427395.0 , 
35703941.1 , 1 , 79 , 178077 , 170524 , 0
35708046.8 , 2 , 82 , 169609 , 170768 , 0
35867416.2 , 1 , 79 , 172180 , 170524 , 0
35953468.0 , 2 , 82 , 169609 , 170776 , 0
36129557.8 , 1 , 79 , 178054 , 170524 , 0
36215710.9 , 2 , 82 , 169624 , 170784 , 0
36391882.3 , 1 , 79 , 178054 , 170516 , 0
36477856.2 , 2 , 82 , 169631 , 170791 , 0
36653970.9 , 1 , 79 , 178031 , 170524 , 0
36740173.2 , 2 , 82 , 169639 , 170806 , 0
36915707.2 , 1 , 79 , 178031 , 170524 , 0
37002502.9 , 2 , 82 , 169647 , 170814 , 0
37178376.2 , 1 , 79 , 178024 , 170516 , 0
37264145.3 , 2 , 82 , 169685 , 170814 , 0
37440672.4 , 1 , 79 , 178039 , 170524 , 0
37526470.8 , 2 , 82 , 169662 , 170814 , 0
37701973.5 , 1 , 79 , 178031 , 170524 , 0
37787876.8 , 2 , 82 , 169670 , 170829 , 0
37964125.3 , 1 , 79 , 178024 , 170516 , 0
38054626.2 , 2 , 82 , 169685 , 170829 , 0
38230159.5 , 1 , 79 , 178169 , 170524 , 0
38316795.0 , 2 , 82 , 169670 , 170829 , 0
38492878.9 , 1 , 79 , 178054 , 170524 , 0
38578935.1 , 2 , 82 , 169700 , 170837 , 0
38755067.1 , 1 , 79 , 178039 , 170516 , 0
38840873.9 , 2 , 82 , 169700 , 170837 , 0
39017139.3 , 1 , 79 , 178153 , 170524 , 0
39102939.8 , 2 , 82 , 169700 , 170837 , 0
39279360.8 , 1 , 79 , 178031 , 170524 , 0
39365131.4 , 2 , 82 , 169746 , 170837 , 0
39541661.4 , 1 , 79 , 178047 , 170532 , 0
39626936.9 , 2 , 82 , 169708 , 170845 , 0
39803095.5 , 1 , 79 , 177993 , 170524 , 0
39889868.8 , 2 , 82 , 169715 , 170852 , 0
40065394.7 , 1 , 79 , 178047 , 170524 , 0
40155702.7 , 2 , 82 , 169693 , 170852 , 0
40327458.0 , 1 , 79 , 178054 , 170524 , 0
40418122.2 , 2 , 82 , 169693 , 170852 , 0
40593918.4 , 1 , 79 , 178047 , 170524 , 0
40680150.5 , 2 , 82 , 169715 , 170852 , 0
40856136.6 , 1 , 79 , 178031 , 170524 , 0
40942079.3 , 2 , 82 , 169693 , 170852 , 0
41118623.7 , 1 , 79 , 178031 , 170524 , 0
41204395.4 , 2 , 82 , 169723 , 170860 , 0
41380056.1 , 1 , 79 , 178031 , 170532 , 0
41466826.2 , 2 , 82 , 169693 , 170860 , 0
