Time (ms),Sensor,Temperature (° C),Sensor Frequency (Hz),Reference Frequency (Hz),Recharge Register,Window Factor,Sensitivity,Passive,Standby
1.994900,2,83,132080,70320,0,7.630000,h,0,0 
231.380400,2,83,132087,70327,0,7.630000,h,0,0 
493.707300,2,83,132133,70320,0,7.630000,h,0,0 
755.978500,2,83,132057,70327,0,7.630000,h,0,0 
1018.277100,2,83,132080,70327,0,7.630000,h,0,0 
1283.566700,2,83,132064,70327,0,7.630000,h,0,0 
1808.165000,2,83,132057,70320,0,7.630000,h,0,0 
2070.026800,2,83,132095,70320,0,7.630000,h,0,0 
2332.850800,2,83,132064,70320,0,7.630000,h,0,0 
2595.150500,2,83,132095,70320,0,7.630000,h,0,0 
2856.450000,2,83,132034,70297,0,7.630000,h,0,0 
3118.748900,2,83,131988,70312,0,7.630000,h,0,0 
3385.071100,2,83,132049,70297,0,7.630000,h,0,0 
3647.104800,2,83,132011,70304,0,7.630000,h,0,0 
3909.597700,2,83,132019,70304,0,7.630000,h,0,0 
4171.397700,2,83,131988,70320,0,7.630000,h,0,0 
4433.696200,2,83,132019,70320,0,7.630000,h,0,0 
4695.993400,2,83,132026,70312,0,7.630000,h,0,0 
4957.805000,2,83,132019,70320,0,7.630000,h,0,0 
5219.626100,2,83,132011,70327,0,7.630000,h,0,0 
5482.444500,2,84,132034,70320,0,7.630000,h,0,0 
5748.012000,2,84,132049,70327,0,7.630000,h,0,0 
6010.309800,2,84,132034,70297,0,7.630000,h,0,0 
6272.607500,2,84,132095,70289,0,7.630000,h,0,0 
6534.913900,2,84,131996,70304,0,7.630000,h,0,0 
6796.860000,2,84,132026,70312,0,7.630000,h,0,0 
7059.480900,2,84,132034,70327,0,7.630000,h,0,0 
7583.303200,2,84,132026,70327,0,7.630000,h,0,0 
7849.009400,2,84,132072,70320,0,7.630000,h,0,0 
8111.308300,2,84,132041,70304,0,7.630000,h,0,0 
8373.606700,2,84,132049,70289,0,7.630000,h,0,0 
8635.919500,2,84,132080,70297,0,7.630000,h,0,0 
8897.754200,2,84,132034,70320,0,7.630000,h,0,0 
