Time (ms),Sensor,Temperature (° C),Sensor Frequency (Hz),Reference Frequency (Hz),Recharge Register,Window Factor,Sensitivity,Passive,Standby
0.000000,1,79,178039,170539,0,7.630000,l,0,0 
245.470100,1,79,178092,170539,0,7.630000,l,0,0 
507.702700,1,79,178070,170539,0,7.630000,l,0,0 
769.034900,1,79,178054,170547,0,7.630000,l,0,0 
1031.379400,1,79,178077,170539,0,7.630000,l,0,0 
1293.518100,1,79,178070,170555,0,7.630000,l,0,0 
1555.669000,1,79,178062,170539,0,7.630000,l,0,0 
1821.918600,1,79,178047,170547,0,7.630000,l,0,0 
2083.515000,1,79,178100,170555,0,7.630000,l,0,0 
2346.517300,1,79,178062,170547,0,7.630000,l,0,0 
2608.633600,1,79,178077,170555,0,7.630000,l,0,0 
2870.213300,1,79,178100,170547,0,7.630000,l,0,0 
3132.392000,1,79,178070,170547,0,7.630000,l,0,0 
3394.769700,1,79,178077,170547,0,7.630000,l,0,0 
3657.188700,1,79,178092,170539,0,7.630000,l,0,0 
3919.103500,1,79,178077,170547,0,7.630000,l,0,0 
4185.294100,1,79,178085,170547,0,7.630000,l,0,0 
4447.252300,1,79,178062,170547,0,7.630000,l,0,0 
4709.705700,1,79,178070,170547,0,7.630000,l,0,0 
4971.983000,1,79,178092,170539,0,7.630000,l,0,0 
5233.551700,1,79,178070,170547,0,7.630000,l,0,0 
5495.760200,1,79,178077,170547,0,7.630000,l,0,0 
5757.959900,1,79,178062,170547,0,7.630000,l,0,0 
6020.325100,1,79,178054,170547,0,7.630000,l,0,0 
6810.895500,1,79,178070,170555,0,7.630000,l,0,0 
7072.760500,1,79,178039,170547,0,7.630000,l,0,0 
7335.059400,1,79,178077,170555,0,7.630000,l,0,0 
7859.157700,1,79,178085,170555,0,7.630000,l,0,0 
8121.473500,1,79,178100,170562,0,7.630000,l,0,0 
8383.772000,1,79,178085,170562,0,7.630000,l,0,0 
8649.063400,1,79,178077,170555,0,7.630000,l,0,0 
8911.361400,1,79,178070,170555,0,7.630000,l,0,0 
9174.332400,1,79,178092,170547,0,7.630000,l,0,0 
9436.226300,1,79,178077,170547,0,7.630000,l,0,0 
9959.965600,1,79,178100,170555,0,7.630000,l,0,0 
10222.723000,1,79,178077,170562,0,7.630000,l,0,0 
10484.586400,1,79,178062,170555,0,7.630000,l,0,0 
11012.905400,1,79,178054,170555,0,7.630000,l,0,0 
11275.055800,1,79,178085,170555,0,7.630000,l,0,0 
12061.386400,1,79,178092,170555,0,7.630000,l,0,0 
12323.915600,1,79,178077,170555,0,7.630000,l,0,0 
