Time (ms),Sensor,Temperature (° C),Sensor Frequency (Hz),Reference Frequency (Hz),Recharge Register,Window Factor,Sensitivity,Passive,Standby
1.002200,2,82,66665,70335,0,7.630000,h,0,0 
231.584100,2,82,66658,70335,0,7.630000,h,0,0 
493.981600,2,82,66665,70335,0,7.630000,h,0,0 
756.070200,2,82,66650,70320,0,7.630000,h,0,0 
1018.336900,2,82,66658,70327,0,7.630000,h,0,0 
1269.356500,2,82,66650,70335,0,7.630000,h,0,0 
1538.450400,2,82,66642,70335,0,7.630000,h,0,0 
1802.945900,2,82,66627,70312,0,7.630000,h,0,0 
2070.697000,2,83,66642,70312,0,7.630000,h,0,0 
2328.345200,2,83,66604,70304,0,7.630000,h,0,0 
2593.236600,2,83,66688,70289,0,7.630000,h,0,0 
2854.628500,2,83,66604,70289,0,7.630000,h,0,0 
3111.667100,2,83,66619,70297,0,7.630000,h,0,0 
3378.760000,2,83,66635,70304,0,7.630000,h,0,0 
3640.685800,2,83,66673,70312,0,7.630000,h,0,0 
3903.121400,2,83,66642,70335,0,7.630000,h,0,0 
4685.950300,2,83,66658,70327,0,7.630000,h,0,0 
4958.359800,2,83,66612,70327,0,7.630000,h,0,0 
5218.954000,2,83,66635,70350,0,7.630000,h,0,0 
5743.059300,2,83,66650,70343,0,7.630000,h,0,0 
6004.080600,2,83,66642,70327,0,7.630000,h,0,0 
6265.962000,2,83,66604,70327,0,7.630000,h,0,0 
6532.626500,2,83,66627,70327,0,7.630000,h,0,0 
6796.799300,2,83,66650,70281,0,7.630000,h,0,0 
7318.121900,2,83,66665,70327,0,7.630000,h,0,0 
7580.701900,2,83,66650,70312,0,7.630000,h,0,0 
7841.832200,2,83,66642,70320,0,7.630000,h,0,0 
8103.278400,2,83,66658,70335,0,7.630000,h,0,0 
8368.584800,2,83,66665,70327,0,7.630000,h,0,0 
8622.517100,2,83,66673,70320,0,7.630000,h,0,0 
8895.509500,2,83,66619,70312,0,7.630000,h,0,0 
9156.483900,2,83,66642,70320,0,7.630000,h,0,0 
9421.894300,2,83,66650,70327,0,7.630000,h,0,0 
9675.962900,2,83,66658,70343,0,7.630000,h,0,0 
9945.357300,2,83,66665,70312,0,7.630000,h,0,0 
10208.293800,2,83,66650,70335,0,7.630000,h,0,0 
10475.440400,2,83,66635,70343,0,7.630000,h,0,0 
10735.176900,2,83,66658,70335,0,7.630000,h,0,0 
10999.651600,2,83,66619,70320,0,7.630000,h,0,0 
11258.801200,2,83,66596,70327,0,7.630000,h,0,0 
11520.861200,2,83,66619,70312,0,7.630000,h,0,0 
12039.496600,2,83,66612,70297,0,7.630000,h,0,0 
12302.518400,2,83,66703,70289,0,7.630000,h,0,0 
12572.142300,2,83,66688,70297,0,7.630000,h,0,0 
12834.949300,2,83,66665,70297,0,7.630000,h,0,0 
13088.111100,2,83,66627,70281,0,7.630000,h,0,0 
13362.533600,2,83,66673,70281,0,7.630000,h,0,0 
13617.856000,2,83,66642,70274,0,7.630000,h,0,0 
13883.361900,2,83,66619,70281,0,7.630000,h,0,0 
14149.039600,2,83,66589,70281,0,7.630000,h,0,0 
14403.523400,2,83,66543,70297,0,7.630000,h,0,0 
14677.278100,2,83,66627,70289,0,7.630000,h,0,0 
14939.665300,2,83,66596,70297,0,7.630000,h,0,0 
15200.138600,2,83,66581,70312,0,7.630000,h,0,0 
15463.867900,2,83,66612,70304,0,7.630000,h,0,0 
15724.508800,2,83,66627,70304,0,7.630000,h,0,0 
15985.917400,2,83,66612,70304,0,7.630000,h,0,0 
16506.543700,2,83,66619,70320,0,7.630000,h,0,0 
16778.774200,2,83,66612,70312,0,7.630000,h,0,0 
17037.712500,2,83,66658,70304,0,7.630000,h,0,0 
17295.330700,2,83,66627,70297,0,7.630000,h,0,0 
17561.862000,2,83,66589,70297,0,7.630000,h,0,0 
17824.492600,2,83,66574,70312,0,7.630000,h,0,0 
18086.322700,2,83,66619,70312,0,7.630000,h,0,0 
18609.668900,2,83,66596,70327,0,7.630000,h,0,0 
18877.877100,2,83,66604,70335,0,7.630000,h,0,0 
19396.711000,2,83,66574,70350,0,7.630000,h,0,0 
19664.064500,2,83,66589,70335,0,7.630000,h,0,0 
19927.326200,2,83,66596,70320,0,7.630000,h,0,0 
20176.953800,2,83,66589,70312,0,7.630000,h,0,0 
20703.697700,2,83,66635,70343,0,7.630000,h,0,0 
20980.849500,2,83,66596,70335,0,7.630000,h,0,0 
21235.659100,2,83,66612,70327,0,7.630000,h,0,0 
21493.162800,2,83,66589,70320,0,7.630000,h,0,0 
22022.785800,2,83,66596,70343,0,7.630000,h,0,0 
22290.947400,2,83,66589,70327,0,7.630000,h,0,0 
22816.146300,2,83,66574,70320,0,7.630000,h,0,0 
23076.170200,2,83,66558,70320,0,7.630000,h,0,0 
23344.169100,2,83,66589,70320,0,7.630000,h,0,0 
23603.174900,2,83,66581,70327,0,7.630000,h,0,0 
23867.932000,2,83,66566,70312,0,7.630000,h,0,0 
24126.172800,2,83,66581,70343,0,7.630000,h,0,0 
24392.737500,2,83,66551,70327,0,7.630000,h,0,0 
24647.381400,2,83,66581,70343,0,7.630000,h,0,0 
24917.334000,2,83,66566,70335,0,7.630000,h,0,0 
25181.811800,2,83,66558,70343,0,7.630000,h,0,0 
25445.521400,2,83,66581,70327,0,7.630000,h,0,0 
25695.067100,2,83,66596,70335,0,7.630000,h,0,0 
25969.525500,2,83,66604,70343,0,7.630000,h,0,0 
26493.887700,2,83,66619,70335,0,7.630000,h,0,0 
26747.303800,2,83,66604,70327,0,7.630000,h,0,0 
27017.345800,2,83,66581,70350,0,7.630000,h,0,0 
27283.769800,2,83,66612,70358,0,7.630000,h,0,0 
27546.391900,2,83,66581,70335,0,7.630000,h,0,0 
27800.510600,2,83,66619,70335,0,7.630000,h,0,0 
