Time (ms),Sensor,Temperature (° C),Sensor Frequency (Hz),Reference Frequency (Hz),Recharge Register,Window Factor,Sensitivity,Passive,Standby
1.995400,2,82,130477,70533,0,7.630000,h,0,0 
232.380800,2,82,130424,70533,0,7.630000,h,0,0 
493.679700,2,82,130470,70549,0,7.630000,h,0,0 
1017.279100,2,82,130477,70533,0,7.630000,h,0,0 
1280.577500,2,82,130485,70549,0,7.630000,h,0,0 
1541.875700,2,82,130523,70533,0,7.630000,h,0,0 
1805.173700,2,82,130485,70541,0,7.630000,h,0,0 
2069.466400,2,82,130538,70541,0,7.630000,h,0,0 
2332.763500,2,82,130462,70533,0,7.630000,h,0,0 
2594.062600,2,82,130470,70526,0,7.630000,h,0,0 
2856.360700,2,82,130508,70518,0,7.630000,h,0,0 
3118.661100,2,82,130432,70510,0,7.630000,h,0,0 
3380.958500,2,82,130439,70518,0,7.630000,h,0,0 
3643.258600,2,82,130455,70526,0,7.630000,h,0,0 
3905.555800,2,82,130477,70518,0,7.630000,h,0,0 
4433.145500,2,82,130432,70526,0,7.630000,h,0,0 
4696.442400,2,82,130447,70526,0,7.630000,h,0,0 
4957.741200,2,82,130493,70518,0,7.630000,h,0,0 
5220.042100,2,82,130485,70518,0,7.630000,h,0,0 
5482.339800,2,82,130470,70541,0,7.630000,h,0,0 
5744.637500,2,82,130462,70541,0,7.630000,h,0,0 
6005.940800,2,82,130455,70541,0,7.630000,h,0,0 
6272.230400,2,82,130462,70541,0,7.630000,h,0,0 
6534.526300,2,82,130455,70541,0,7.630000,h,0,0 
6805.801300,2,82,130546,70510,0,7.630000,h,0,0 
7059.124900,2,82,130439,70510,0,7.630000,h,0,0 
7322.419200,2,82,130455,70510,0,7.630000,h,0,0 
7583.720000,2,82,130424,70510,0,7.630000,h,0,0 
7846.018700,2,82,130538,70518,0,7.630000,h,0,0 
8107.321700,2,82,130447,70510,0,7.630000,h,0,0 
8372.611800,2,82,130432,70518,0,7.630000,h,0,0 
8635.907800,2,82,130447,70533,0,7.630000,h,0,0 
8898.205400,2,82,130462,70503,0,7.630000,h,0,0 
9422.808100,2,82,130393,70503,0,7.630000,h,0,0 
9684.102900,2,82,130470,70503,0,7.630000,h,0,0 
9946.401900,2,82,130424,70518,0,7.630000,h,0,0 
10208.700800,2,82,130439,70503,0,7.630000,h,0,0 
