Time (ms),Sensor,Temperature (° C),Sensor Frequency (Hz),Reference Frequency (Hz),Recharge Register,Window Factor,Sensitivity,Passive,Standby
0.000000,1,82,121437,75088,0,7.630000,h,0,0 
244.392500,1,82,121513,75080,0,7.630000,h,0,0 
506.943000,1,82,121635,75088,0,7.630000,h,0,0 
772.032500,1,82,121612,75080,0,7.630000,h,0,0 
1296.749000,1,82,121597,75080,0,7.630000,h,0,0 
1559.309600,1,82,121635,75088,0,7.630000,h,0,0 
2084.065100,1,82,121612,75065,0,7.630000,h,0,0 
2345.585800,1,82,121681,75057,0,7.630000,h,0,0 
2608.312000,1,82,121559,75065,0,7.630000,h,0,0 
2869.574300,1,82,121604,75065,0,7.630000,h,0,0 
