Time (ms),Sensor,Temperature (° C),Sensor Frequency (Hz),Reference Frequency (Hz),Recharge Register,Window Factor,Sensitivity,Passive,Standby
0.000000,1,80,208793,75477,128,7.630000,h,0,0 
292.174400,1,80,209991,75477,128,7.630000,h,0,0 
568.433600,1,80,210319,75477,128,7.630000,h,0,0 
846.689200,1,80,210571,75477,128,7.630000,h,0,0 
1123.949700,1,80,210868,75477,128,7.630000,h,0,0 
1400.209300,1,80,211166,75477,128,7.630000,h,0,0 
1678.464300,1,80,211463,75477,128,7.630000,h,0,0 
1954.725700,1,80,211883,75477,128,7.630000,h,0,0 
2231.984900,1,80,212142,75477,128,7.630000,h,0,0 
2509.243800,1,80,212455,75477,128,7.630000,h,0,0 
2786.501900,1,80,212760,75477,128,7.630000,h,0,0 
3063.761500,1,80,213027,75477,128,7.630000,h,0,0 
3341.020700,1,80,213325,75477,128,7.630000,h,0,0 
3617.281400,1,80,213600,75477,128,7.630000,h,0,0 
3895.539200,1,80,213874,75477,128,7.630000,h,0,0 
4172.793800,1,80,214164,75477,128,7.630000,h,0,0 
4449.056500,1,80,214607,75477,128,7.630000,h,0,0 
4727.314900,1,80,214851,75477,128,7.630000,h,0,0 
5004.570200,1,80,215141,75477,128,7.630000,h,0,0 
5280.832900,1,80,215385,75477,128,7.630000,h,0,0 
5558.089500,1,80,215644,75477,128,7.630000,h,0,0 
5835.348400,1,80,215919,75477,128,7.630000,h,0,0 
6112.608600,1,80,216209,75477,128,7.630000,h,0,0 
6389.865600,1,80,216491,75477,128,7.630000,h,0,0 
6667.124900,1,80,216766,75477,128,7.630000,h,0,0 
6943.386400,1,80,217163,75477,128,7.630000,h,0,0 
7221.641400,1,80,217399,75477,128,7.630000,h,0,0 
7498.901000,1,80,217674,75477,128,7.630000,h,0,0 
7774.164000,1,80,217971,75477,128,7.630000,h,0,0 
8053.418300,1,80,218231,75477,128,7.630000,h,0,0 
8330.678400,1,80,218475,75477,128,7.630000,h,0,0 
8605.942200,1,80,218719,75477,128,7.630000,h,0,0 
8884.196700,1,80,218978,75477,128,7.630000,h,0,0 
9161.453300,1,80,219245,75477,128,7.630000,h,0,0 
9437.715900,1,80,219635,75477,128,7.630000,h,0,0 
9715.972800,1,80,219894,75477,128,7.630000,h,0,0 
9993.229700,1,80,220123,75477,128,7.630000,h,0,0 
10269.494800,1,80,220382,75477,128,7.630000,h,0,0 
10547.747300,1,80,220603,75477,128,7.630000,h,0,0 
10825.006000,1,80,220840,75477,128,7.630000,h,0,0 
11102.266800,1,80,221099,75477,128,7.630000,h,0,0 
11379.524700,1,80,221359,75477,128,7.630000,h,0,0 
11661.768600,1,80,221595,75477,128,7.630000,h,0,0 
11934.040200,1,80,221969,75477,128,7.630000,h,0,0 
12210.301400,1,80,222297,75477,128,7.630000,h,0,0 
12488.557500,1,80,222488,75477,128,7.630000,h,0,0 
12764.817900,1,80,222679,75477,128,7.630000,h,0,0 
13043.082400,1,80,222908,75477,128,7.630000,h,0,0 
13320.334200,1,80,223167,75477,128,7.630000,h,0,0 
13596.594900,1,80,223403,75477,128,7.630000,h,0,0 
13873.853200,1,80,223625,75477,128,7.630000,h,0,0 
14151.110800,1,80,223846,75477,128,7.630000,h,0,0 
14428.369900,1,80,224166,75477,128,7.630000,h,0,0 
14704.633600,1,80,224441,75477,128,7.630000,h,0,0 
14982.887000,1,80,224670,75477,128,7.630000,h,0,0 
15260.147700,1,80,224853,75477,128,7.630000,h,0,0 
15536.408900,1,80,225074,75477,128,7.630000,h,0,0 
15813.665200,1,80,225303,75477,128,7.630000,h,0,0 
16090.924500,1,80,225502,75477,128,7.630000,h,0,0 
16367.185700,1,80,225753,75477,128,7.630000,h,0,0 
16646.438800,1,80,225959,75477,128,7.630000,h,0,0 
16923.704800,1,80,226295,75477,128,7.630000,h,0,0 
17199.959300,1,80,226509,75477,128,7.630000,h,0,0 
17477.220200,1,80,226715,75477,128,7.630000,h,0,0 
17754.474900,1,80,226936,75477,128,7.630000,h,0,0 
18031.733900,1,80,227195,75477,128,7.630000,h,0,0 
18308.993100,1,80,227394,75477,128,7.630000,h,0,0 
18586.250100,1,80,227592,75477,128,7.630000,h,0,0 
18861.516600,1,80,227775,75477,128,7.630000,h,0,0 
19140.768100,1,80,228004,75477,128,7.630000,h,0,0 
19417.030700,1,80,228347,75477,128,7.630000,h,0,0 
19693.291000,1,80,228561,75477,128,7.630000,h,0,0 
19971.547500,1,80,228744,75477,128,7.630000,h,0,0 
20248.807900,1,80,228965,75477,128,7.630000,h,0,0 
20525.065900,1,80,229141,75477,128,7.630000,h,0,0 
20803.331500,1,80,229362,75477,128,7.630000,h,0,0 
21080.582300,1,80,229568,75477,128,7.630000,h,0,0 
21356.841600,1,80,229759,75477,128,7.630000,h,0,0 
21635.098700,1,80,229995,75477,128,7.630000,h,0,0 
21912.357000,1,80,230270,75477,128,7.630000,h,0,0 
22189.614600,1,80,230468,75477,128,7.630000,h,0,0 
22473.854600,1,80,230659,75477,128,7.630000,h,0,0 
22744.132000,1,80,230827,75477,128,7.630000,h,0,0 
23021.391300,1,80,231056,75477,128,7.630000,h,0,0 
23297.653000,1,80,231277,75477,128,7.630000,h,0,0 
23574.909700,1,80,231460,75477,128,7.630000,h,0,0 
23852.170700,1,80,231643,75477,128,7.630000,h,0,0 
24131.423400,1,80,231826,75477,128,7.630000,h,0,0 
24406.687200,1,80,232086,75477,128,7.630000,h,0,0 
24683.946200,1,80,232292,75477,128,7.630000,h,0,0 
24960.205500,1,80,232452,75477,128,7.630000,h,0,0 
25238.463200,1,80,232673,75477,128,7.630000,h,0,0 
25515.720500,1,80,232872,75477,128,7.630000,h,0,0 
25791.981500,1,80,233039,75477,128,7.630000,h,0,0 
26070.238600,1,80,233245,75477,128,7.630000,h,0,0 
26347.495900,1,80,233428,75477,128,7.630000,h,0,0 
26623.758200,1,80,233596,75477,128,7.630000,h,0,0 
26902.015000,1,80,233879,75477,128,7.630000,h,0,0 
27178.273900,1,80,234069,75477,128,7.630000,h,0,0 
27454.538400,1,80,234252,75477,128,7.630000,h,0,0 
