Time (ms),Sensor,Temperature (° C),Sensor Frequency (Hz),Reference Frequency (Hz),Recharge Register,Window Factor,Sensitivity,Passive,Standby
0.996700,2,83,88035,70075,0,7.630000,h,0,0 
756.992000,2,83,88066,70075,0,7.630000,h,0,0 
1018.276500,2,83,88035,70068,0,7.630000,h,0,0 
1543.876300,2,83,88050,70060,0,7.630000,h,0,0 
1808.168500,2,83,88035,70053,0,7.630000,h,0,0 
2071.461600,2,83,88043,70045,0,7.630000,h,0,0 
2333.761800,2,83,88020,70045,0,7.630000,h,0,0 
2857.359500,2,83,88050,70053,0,7.630000,h,0,0 
3119.658300,2,83,88027,70045,0,7.630000,h,0,0 
3381.956500,2,83,88073,70037,0,7.630000,h,0,0 
3644.261000,2,83,88020,70053,0,7.630000,h,0,0 
3909.548000,2,83,88043,70068,0,7.630000,h,0,0 
4171.845200,2,83,88020,70068,0,7.630000,h,0,0 
4435.142200,2,83,88035,70068,0,7.630000,h,0,0 
4696.443700,2,83,88012,70053,0,7.630000,h,0,0 
4958.742400,2,83,88020,70053,0,7.630000,h,0,0 
5221.040500,2,83,88050,70083,0,7.630000,h,0,0 
5483.339800,2,83,88027,70068,0,7.630000,h,0,0 
5745.639100,2,83,88035,70068,0,7.630000,h,0,0 
6273.389400,2,83,88012,70068,0,7.630000,h,0,0 
6535.755500,2,83,88035,70075,0,7.630000,h,0,0 
6797.824900,2,83,88027,70083,0,7.630000,h,0,0 
7060.122800,2,83,88043,70075,0,7.630000,h,0,0 
7322.448000,2,83,88027,70075,0,7.630000,h,0,0 
7583.750000,2,83,88050,70075,0,7.630000,h,0,0 
7846.048000,2,83,88012,70083,0,7.630000,h,0,0 
8112.476000,2,83,88020,70083,0,7.630000,h,0,0 
8374.728000,2,83,88012,70075,0,7.630000,h,0,0 
8636.911000,2,83,87997,70060,0,7.630000,h,0,0 
8899.243500,2,83,88005,70083,0,7.630000,h,0,0 
9161.508300,2,83,88020,70075,0,7.630000,h,0,0 
9422.838200,2,83,88081,70083,0,7.630000,h,0,0 
9685.131400,2,83,88035,70075,0,7.630000,h,0,0 
