1722726000 , SENSOR 2
1726879500 , window_factor 3.81
1727642000 , sensitivity high
2771173700 , target (50000) , 50781.25
2771173700 , threshold (30000) , 31250.00
2777445500 , 
3303088900 , Sensor, Temp , F_sens , F_ref, Rech_Count
141519711900 , 2 , 107 , 47557 , 42564 , 0
142047037300 , 2 , 107 , 47557 , 42560 , 0
142570812700 , 2 , 107 , 47561 , 42568 , 0
143087524800 , 2 , 107 , 47561 , 42568 , 0
143610640100 , 2 , 107 , 47565 , 42568 , 0
144143279600 , 2 , 107 , 47569 , 42564 , 0
144675822100 , 2 , 107 , 47561 , 42560 , 0
145198119800 , 2 , 107 , 47550 , 42572 , 0
145714618800 , 2 , 107 , 47557 , 42568 , 0
146251373300 , 2 , 107 , 47557 , 42564 , 0
146775606000 , 2 , 107 , 47561 , 42560 , 0
147300194500 , 2 , 107 , 47554 , 42564 , 0
147819445700 , 2 , 107 , 47554 , 42560 , 0
148354745300 , 2 , 107 , 47554 , 42556 , 0
148878376700 , 2 , 107 , 47554 , 42556 , 0
149402880200 , 2 , 107 , 47554 , 42556 , 0
149929453100 , 2 , 107 , 47550 , 42552 , 0
150455670800 , 2 , 107 , 47554 , 42556 , 0
150972690900 , 2 , 107 , 47554 , 42556 , 0
151508503500 , 2 , 107 , 47554 , 42560 , 0
152032441900 , 2 , 107 , 47550 , 42556 , 0
152550203500 , 2 , 107 , 47550 , 42560 , 0
153080494800 , 2 , 107 , 47557 , 42560 , 0
153609246600 , 2 , 107 , 47554 , 42560 , 0
154131467100 , 2 , 107 , 47557 , 42564 , 0
154658075900 , 2 , 107 , 47557 , 42564 , 0
155186634200 , 2 , 107 , 47561 , 42564 , 0
155703891900 , 2 , 107 , 47557 , 42564 , 0
156235271300 , 2 , 107 , 47554 , 42564 , 0
156762893200 , 2 , 107 , 47557 , 42564 , 0
157287823100 , 2 , 107 , 47557 , 42560 , 0
157811929900 , 2 , 107 , 47557 , 42556 , 0
158339792100 , 2 , 107 , 47561 , 42556 , 0
158861365800 , 2 , 107 , 47561 , 42556 , 0
159388144900 , 2 , 107 , 47561 , 42564 , 0
159915767500 , 2 , 107 , 47561 , 42556 , 0
160441726000 , 2 , 107 , 47565 , 42556 , 0
160965281900 , 2 , 107 , 47561 , 42560 , 0
161492872400 , 2 , 107 , 47554 , 42556 , 0
162018062400 , 2 , 107 , 47550 , 42552 , 0
162542273400 , 2 , 107 , 47565 , 42560 , 0
163070732200 , 2 , 107 , 47565 , 42564 , 0
163591891200 , 2 , 107 , 47565 , 42560 , 0
164108104300 , 2 , 107 , 47565 , 42564 , 0
164646755600 , 2 , 107 , 47569 , 42564 , 0
165172211200 , 2 , 107 , 47565 , 42564 , 0
165696124900 , 2 , 107 , 47557 , 42560 , 0
166219886000 , 2 , 107 , 47569 , 42560 , 0
166748683200 , 2 , 107 , 47565 , 42556 , 0
167273110300 , 2 , 107 , 47561 , 42560 , 0
167797085500 , 2 , 107 , 47557 , 42560 , 0
168325668900 , 2 , 107 , 47557 , 42560 , 0
168847714800 , 2 , 107 , 47557 , 42560 , 0
169373821000 , 2 , 107 , 47557 , 42560 , 0
169902230000 , 2 , 107 , 47557 , 42556 , 0
170426168100 , 2 , 107 , 47554 , 42552 , 0
170954879800 , 2 , 107 , 47561 , 42552 , 0
171477376800 , 2 , 107 , 47554 , 42545 , 0
172003614800 , 2 , 107 , 47546 , 42537 , 0
172525187000 , 2 , 107 , 47542 , 42545 , 0
173054036800 , 2 , 107 , 47557 , 42549 , 0
173580566000 , 2 , 107 , 47542 , 42541 , 0
174103690900 , 2 , 107 , 47546 , 42545 , 0
174624413100 , 2 , 107 , 47554 , 42552 , 0
175156875000 , 2 , 107 , 47546 , 42552 , 0
175681504300 , 2 , 107 , 47546 , 42541 , 0
176210117600 , 2 , 107 , 47546 , 42545 , 0
176721345300 , 2 , 107 , 47554 , 42545 , 0
177255708000 , 2 , 107 , 47542 , 42545 , 0
177781567600 , 2 , 107 , 47550 , 42549 , 0
178310366300 , 2 , 107 , 47550 , 42549 , 0
178829275300 , 2 , 107 , 47550 , 42541 , 0
179404539200 , 2 , 107 , 47546 , 42537 , 0
179880815000 , 2 , 107 , 47542 , 42537 , 0
180408504800 , 2 , 107 , 47534 , 42545 , 0
180935498200 , 2 , 107 , 47538 , 42545 , 0
181464207200 , 2 , 107 , 47550 , 42549 , 0
181988781100 , 2 , 107 , 47557 , 42552 , 0
182511335500 , 2 , 107 , 47546 , 42552 , 0
183037853600 , 2 , 107 , 47550 , 42549 , 0
183566359300 , 2 , 107 , 47554 , 42556 , 0
184085413700 , 2 , 107 , 47550 , 42552 , 0
184612836700 , 2 , 107 , 47557 , 42552 , 0
185143744200 , 2 , 107 , 47542 , 42556 , 0
185666345400 , 2 , 107 , 47546 , 42552 , 0
186191251200 , 2 , 107 , 47554 , 42560 , 0
186719631300 , 2 , 107 , 47554 , 42556 , 0
187243722100 , 2 , 107 , 47550 , 42560 , 0
187768353700 , 2 , 107 , 47554 , 42556 , 0
188296905700 , 2 , 107 , 47554 , 42552 , 0
188820549000 , 2 , 107 , 47557 , 42560 , 0
189348728400 , 2 , 107 , 47557 , 42552 , 0
189873331400 , 2 , 107 , 47550 , 42556 , 0
190398042800 , 2 , 107 , 47557 , 42560 , 0
190921636900 , 2 , 107 , 47557 , 42560 , 0
191449698100 , 2 , 107 , 47561 , 42556 , 0
191973879500 , 2 , 107 , 47554 , 42552 , 0
192498480100 , 2 , 107 , 47550 , 42564 , 0
193026854800 , 2 , 107 , 47554 , 42560 , 0
193551773800 , 2 , 107 , 47554 , 42560 , 0
194075418700 , 2 , 107 , 47561 , 42556 , 0
194602964100 , 2 , 107 , 47550 , 42556 , 0
195127593000 , 2 , 107 , 47550 , 42556 , 0
195652483700 , 2 , 107 , 47550 , 42552 , 0
196180700100 , 2 , 107 , 47550 , 42560 , 0
196704476300 , 2 , 107 , 47569 , 42564 , 0
197229084900 , 2 , 107 , 47573 , 42564 , 0
197757328900 , 2 , 107 , 47561 , 42560 , 0
198281926900 , 2 , 107 , 47557 , 42568 , 0
198806527100 , 2 , 107 , 47554 , 42572 , 0
199330339400 , 2 , 107 , 47569 , 42568 , 0
199858501400 , 2 , 107 , 47569 , 42564 , 0
200378082700 , 2 , 107 , 47565 , 42560 , 0
200905823500 , 2 , 107 , 47561 , 42560 , 0
201435841700 , 2 , 107 , 47554 , 42549 , 0
201953119900 , 2 , 107 , 47554 , 42552 , 0
202479949300 , 2 , 107 , 47557 , 42552 , 0
203006081600 , 2 , 107 , 47561 , 42560 , 0
203535203800 , 2 , 107 , 47561 , 42556 , 0
204056266900 , 2 , 107 , 47557 , 42556 , 0
204577813900 , 2 , 107 , 47565 , 42560 , 0
205110600300 , 2 , 107 , 47554 , 42560 , 0
205636670300 , 2 , 107 , 47557 , 42560 , 0
206162228400 , 2 , 107 , 47557 , 42568 , 0
206683187200 , 2 , 107 , 47557 , 42556 , 0
207209908900 , 2 , 107 , 47557 , 42556 , 0
207730068600 , 2 , 107 , 47554 , 42556 , 0
208267348300 , 2 , 107 , 47557 , 42560 , 0
208791351400 , 2 , 107 , 47554 , 42560 , 0
209313112100 , 2 , 107 , 47557 , 42556 , 0
209838041200 , 2 , 107 , 47550 , 42556 , 0
210354856900 , 2 , 107 , 47554 , 42564 , 0
210892734000 , 2 , 107 , 47557 , 42564 , 0
211420521600 , 2 , 107 , 47557 , 42560 , 0
211932080500 , 2 , 107 , 47554 , 42556 , 0
212468529500 , 2 , 107 , 47561 , 42560 , 0
212992766100 , 2 , 107 , 47557 , 42556 , 0
213522707600 , 2 , 107 , 47550 , 42556 , 0
214046238200 , 2 , 107 , 47554 , 42560 , 0
214574560400 , 2 , 107 , 47557 , 42560 , 0
215099165800 , 2 , 107 , 47561 , 42564 , 0
215623430500 , 2 , 107 , 47565 , 42560 , 0
216146885000 , 2 , 107 , 47557 , 42564 , 0
216675869600 , 2 , 107 , 47569 , 42564 , 0
217199416600 , 2 , 107 , 47561 , 42564 , 0
217725101400 , 2 , 107 , 47565 , 42560 , 0
218246821400 , 2 , 107 , 47569 , 42556 , 0
218771063300 , 2 , 107 , 47569 , 42560 , 0
219299092900 , 2 , 107 , 47565 , 42560 , 0
219827681100 , 2 , 107 , 47561 , 42564 , 0
220353365300 , 2 , 107 , 47557 , 42564 , 0
220874304900 , 2 , 107 , 47565 , 42564 , 0
221402306400 , 2 , 107 , 47561 , 42560 , 0
221930953600 , 2 , 107 , 47573 , 42560 , 0
222456977000 , 2 , 107 , 47573 , 42560 , 0
222982828500 , 2 , 107 , 47573 , 42568 , 0
223502547100 , 2 , 107 , 47565 , 42560 , 0
224020701100 , 2 , 107 , 47569 , 42560 , 0
224559969600 , 2 , 107 , 47565 , 42564 , 0
225077676200 , 2 , 107 , 47573 , 42560 , 0
225606745200 , 2 , 107 , 47573 , 42564 , 0
226126329500 , 2 , 107 , 47569 , 42560 , 0
226659626800 , 2 , 107 , 47569 , 42560 , 0
227185262200 , 2 , 107 , 47569 , 42564 , 0
227707027300 , 2 , 107 , 47569 , 42568 , 0
228237494100 , 2 , 107 , 47565 , 42568 , 0
228755981900 , 2 , 107 , 47565 , 42568 , 0
229286472100 , 2 , 107 , 47565 , 42564 , 0
229806142900 , 2 , 107 , 47573 , 42560 , 0
230338596900 , 2 , 107 , 47565 , 42560 , 0
230853340500 , 2 , 107 , 47576 , 42564 , 0
231376709800 , 2 , 107 , 47573 , 42564 , 0
231916003200 , 2 , 107 , 47576 , 42564 , 0
232437673000 , 2 , 107 , 47569 , 42564 , 0
232963859700 , 2 , 107 , 47565 , 42556 , 0
233493144000 , 2 , 107 , 47573 , 42556 , 0
234011451800 , 2 , 107 , 47565 , 42560 , 0
234540820900 , 2 , 107 , 47573 , 42560 , 0
235069611000 , 2 , 107 , 47565 , 42560 , 0
235594186300 , 2 , 107 , 47561 , 42556 , 0
236122412600 , 2 , 107 , 47561 , 42560 , 0
236633243800 , 2 , 107 , 47565 , 42556 , 0
237171079600 , 2 , 107 , 47561 , 42556 , 0
237689550300 , 2 , 107 , 47569 , 42564 , 0
238218003700 , 2 , 107 , 47573 , 42568 , 0
238744693100 , 2 , 107 , 47576 , 42572 , 0
239264248300 , 2 , 107 , 47588 , 42568 , 0
239800472700 , 2 , 107 , 47576 , 42564 , 0
240314998100 , 2 , 107 , 47569 , 42560 , 0
240845181200 , 2 , 107 , 47573 , 42556 , 0
241374173400 , 2 , 107 , 47580 , 42564 , 0
241901021800 , 2 , 107 , 47580 , 42572 , 0
242419152000 , 2 , 107 , 47573 , 42560 , 0
242953533200 , 2 , 107 , 47569 , 42564 , 0
243477689100 , 2 , 107 , 47576 , 42564 , 0
243988926900 , 2 , 107 , 47573 , 42564 , 0
244523580400 , 2 , 107 , 47576 , 42560 , 0
245048410200 , 2 , 107 , 47576 , 42552 , 0
245576779100 , 2 , 107 , 47576 , 42564 , 0
246101369300 , 2 , 107 , 47573 , 42564 , 0
246630946800 , 2 , 107 , 47573 , 42560 , 0
247155905500 , 2 , 107 , 47565 , 42560 , 0
247673051200 , 2 , 107 , 47569 , 42552 , 0
248201872200 , 2 , 107 , 47569 , 42556 , 0
248731615800 , 2 , 107 , 47573 , 42560 , 0
249261541000 , 2 , 107 , 47569 , 42560 , 0
249780628700 , 2 , 107 , 47565 , 42560 , 0
250308510800 , 2 , 107 , 47573 , 42552 , 0
250829565600 , 2 , 107 , 47576 , 42552 , 0
251358589800 , 2 , 107 , 47580 , 42552 , 0
251886084200 , 2 , 107 , 47565 , 42556 , 0
252406074100 , 2 , 107 , 47565 , 42556 , 0
252933228800 , 2 , 107 , 47565 , 42556 , 0
253460435400 , 2 , 107 , 47561 , 42560 , 0
253987155100 , 2 , 107 , 47565 , 42560 , 0
254514835300 , 2 , 107 , 47569 , 42560 , 0
255039984200 , 2 , 107 , 47569 , 42560 , 0
255561102100 , 2 , 107 , 47569 , 42564 , 0
256088713000 , 2 , 107 , 47573 , 42568 , 0
256616612200 , 2 , 107 , 47580 , 42568 , 0
257136876400 , 2 , 107 , 47573 , 42564 , 0
257664577000 , 2 , 107 , 47576 , 42568 , 0
258186591200 , 2 , 107 , 47576 , 42564 , 0
